aliases,cardinality
"('an', 'n')",1558
"('an', 'ci', 'n')",425
"('an', 'ci', 'n', 'rt')",425
"('an', 'ci', 'n', 'rt', 't')",155
"('an', 'chn', 'ci', 'n', 'rt', 't')",139
"('an', 'chn', 'ci', 'mc', 'n', 'rt', 't')",123
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",121
"('ci', 't')",357789
"('ci', 'rt', 't')",118723
"('ci', 'n', 'rt', 't')",300
"('ci', 'mc', 'n', 'rt', 't')",135
"('ci', 'cn', 'mc', 'n', 'rt', 't')",125
"('chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",115
"('ci', 'rt')",276166
"('ci', 'n', 't')",300
"('ci', 'n')",728
"('ci', 'n', 'rt')",727
"('ci', 'mc', 'rt', 't')",33168
"('mc', 't')",166911
"('ci', 'mc', 't')",113661
"('ci', 'mc')",311161
"('ci', 'mc', 'rt')",86056
"('ci', 'mc', 'n', 't')",135
"('ci', 'mc', 'n')",355
"('ci', 'mc', 'n', 'rt')",351
"('ci', 'cn', 'mc', 'rt', 't')",30619
"('cn', 'mc', 't')",144120
"('ci', 'cn', 'mc', 't')",104698
"('cn', 'mc')",542096
"('ci', 'cn', 'mc')",289200
"('ci', 'cn', 'mc', 'rt')",79662
"('ci', 'cn', 'mc', 'n', 't')",125
"('ci', 'cn', 'mc', 'n')",333
"('ci', 'cn', 'mc', 'n', 'rt')",329
"('chn', 'ci', 'mc', 'n', 'rt', 't')",124
"('chn', 'ci', 'n', 'rt', 't')",249
"('chn', 'ci', 'rt', 't')",111970
"('chn', 'ci', 't')",334052
"('chn', 'ci')",801259
"('chn', 'ci', 'rt')",255651
"('chn', 'ci', 'n', 't')",249
"('chn', 'ci', 'n')",630
"('chn', 'ci', 'n', 'rt')",630
"('chn', 'ci', 'mc', 'rt', 't')",30707
"('chn', 'ci', 'mc', 't')",105487
"('chn', 'ci', 'mc')",284907
"('chn', 'ci', 'mc', 'rt')",77832
"('chn', 'ci', 'mc', 'n', 't')",124
"('chn', 'ci', 'mc', 'n')",322
"('chn', 'ci', 'mc', 'n', 'rt')",322
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",28368
"('chn', 'ci', 'cn', 'mc', 't')",97340
"('chn', 'ci', 'cn', 'mc')",265661
"('chn', 'ci', 'cn', 'mc', 'rt')",72285
"('chn', 'ci', 'cn', 'mc', 'n', 't')",115
"('chn', 'ci', 'cn', 'mc', 'n')",305
"('chn', 'ci', 'cn', 'mc', 'n', 'rt')",305
"('an', 'ci', 'cn', 'mc', 'n', 'rt', 't')",127
"('an', 'ci', 'mc', 'n', 'rt', 't')",130
"('an', 'ci', 'rt', 't')",198897
"('an', 'ci', 't')",678618
"('an', 'ci')",1806603
"('an', 'ci', 'rt')",503508
"('an', 'ci', 'n', 't')",155
"('an', 'ci', 'mc', 'rt', 't')",72647
"('an', 'ci', 'mc', 't')",268353
"('an', 'ci', 'mc')",753924
"('an', 'ci', 'mc', 'rt')",183017
"('an', 'ci', 'mc', 'n', 't')",130
"('an', 'ci', 'mc', 'n')",373
"('an', 'ci', 'mc', 'n', 'rt')",373
"('an', 'ci', 'cn', 'mc', 'rt', 't')",69895
"('an', 'ci', 'cn', 'mc', 't')",257344
"('an', 'ci', 'cn', 'mc')",724742
"('an', 'ci', 'cn', 'mc', 'rt')",175140
"('an', 'ci', 'cn', 'mc', 'n', 't')",127
"('an', 'ci', 'cn', 'mc', 'n')",359
"('an', 'ci', 'cn', 'mc', 'n', 'rt')",359
"('an', 'chn', 'ci', 'rt', 't')",193183
"('an', 'chn', 'ci', 't')",656621
"('an', 'chn', 'ci')",1732265
"('an', 'chn', 'ci', 'rt')",483319
"('an', 'chn', 'ci', 'n', 't')",139
"('an', 'chn', 'ci', 'n')",387
"('an', 'chn', 'ci', 'n', 'rt')",387
"('an', 'chn', 'ci', 'mc', 'rt', 't')",69248
"('an', 'chn', 'ci', 'mc', 't')",256408
"('an', 'chn', 'ci', 'mc')",717888
"('an', 'chn', 'ci', 'mc', 'rt')",172717
"('an', 'chn', 'ci', 'mc', 'n', 't')",123
"('an', 'chn', 'ci', 'mc', 'n')",348
"('an', 'chn', 'ci', 'mc', 'n', 'rt')",348
"('an', 'chn', 'ci', 'cn', 'mc', 'rt', 't')",66713
"('an', 'chn', 'ci', 'cn', 'mc', 't')",246321
"('an', 'chn', 'ci', 'cn', 'mc')",691534
"('an', 'chn', 'ci', 'cn', 'mc', 'rt')",165654
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 't')",121
"('an', 'chn', 'ci', 'cn', 'mc', 'n')",341
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt')",341
