aliases,cardinality
"('ci', 'rt')",276166
"('chn', 'ci', 'rt')",255651
"('chn', 'ci', 'n', 'rt')",5686
"('chn', 'ci', 'n', 'rt', 't')",3349
"('chn', 'ci', 'mi', 'n', 'rt', 't')",2129
"('chn', 'ci', 'it', 'mi', 'n', 'rt', 't')",2129
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",8585
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",2632
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",3575
"('ci', 't')",500511
"('ci', 'rt', 't')",168407
"('ci', 'n', 'rt', 't')",3686
"('ci', 'mi', 'n', 'rt', 't')",2265
"('ci', 'mc', 'mi', 'n', 'rt', 't')",9487
"('ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",9487
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",2830
"('ci', 'n', 't')",3686
"('ci', 'n')",6554
"('ci', 'n', 'rt')",6552
"('ci', 'mi', 'rt', 't')",134654
"('mi', 't')",424602
"('ci', 'mi', 't')",374134
"('ci', 'mi')",409523
"('ci', 'mi', 'rt')",147137
"('ci', 'mi', 'n', 't')",2265
"('ci', 'mi', 'n')",2521
"('ci', 'mi', 'n', 'rt')",2521
"('ci', 'mc', 'n', 'rt', 't')",8554
"('ci', 'mc', 'rt', 't')",289362
"('mc', 't')",1170186
"('ci', 'mc', 't')",901078
"('ci', 'mc')",1548085
"('ci', 'mc', 'rt')",474025
"('ci', 'mc', 'n', 't')",8554
"('ci', 'mc', 'n')",14556
"('ci', 'mc', 'n', 'rt')",14547
"('ci', 'mc', 'mi', 'rt', 't')",391872
"('mc', 'mi', 't')",804362
"('ci', 'mc', 'mi', 't')",1213469
"('mc', 'mi')",890243
"('ci', 'mc', 'mi')",1370376
"('ci', 'mc', 'mi', 'rt')",442263
"('ci', 'mc', 'mi', 'n', 't')",9487
"('ci', 'mc', 'mi', 'n')",11139
"('ci', 'mc', 'mi', 'n', 'rt')",11139
"('ci', 'it', 'mi', 'n', 'rt', 't')",2265
"('ci', 'it', 'mi', 'rt', 't')",134654
"('it', 'mi', 't')",424568
"('ci', 'it', 'mi', 't')",374134
"('it', 'mi')",451039
"('ci', 'it', 'mi')",409517
"('ci', 'it', 'mi', 'rt')",147136
"('ci', 'it', 'mi', 'n', 't')",2265
"('ci', 'it', 'mi', 'n')",2521
"('ci', 'it', 'mi', 'n', 'rt')",2521
"('ci', 'it', 'mc', 'mi', 'rt', 't')",391872
"('it', 'mc', 'mi', 't')",804282
"('ci', 'it', 'mc', 'mi', 't')",1213469
"('it', 'mc', 'mi')",890059
"('ci', 'it', 'mc', 'mi')",1370343
"('ci', 'it', 'mc', 'mi', 'rt')",442258
"('ci', 'it', 'mc', 'mi', 'n', 't')",9487
"('ci', 'it', 'mc', 'mi', 'n')",11139
"('ci', 'it', 'mc', 'mi', 'n', 'rt')",11139
"('ci', 'cn', 'mc', 'mi', 'n', 'rt', 't')",2830
"('ci', 'cn', 'mc', 'n', 'rt', 't')",2718
"('ci', 'cn', 'mc', 'rt', 't')",104391
"('cn', 'mc', 't')",468787
