aliases,cardinality
"('cn', 'mc')",1153798
"('cn', 'mc', 't')",1153798
"('ci', 'rt')",276403
"('ci', 'cn', 'mc', 'rt', 't')",285538
"('ci', 'cn', 'mc', 'n1', 'rt', 't')",285538
"('an1', 'ci', 'cn', 'mc', 'n1', 'rt', 't')",323005
"('ci', 't')",36244344
"('ci', 'rt', 't')",276403
"('ci', 'n1', 'rt', 't')",276403
"('ci', 'mc', 'n1', 'rt', 't')",794591
"('ci', 'n1', 't')",36244344
"('ci', 'n1')",36244344
"('ci', 'n1', 'rt')",276403
"('ci', 'mc', 'rt', 't')",794591
"('mc', 't')",2609129
"('ci', 'mc', 't')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc', 'rt')",794591
"('ci', 'mc', 'n1', 't')",80274241
"('ci', 'mc', 'n1')",80274241
"('ci', 'mc', 'n1', 'rt')",794591
"('ci', 'cn', 'mc', 't')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc', 'rt')",285538
"('ci', 'cn', 'mc', 'n1', 't')",32289229
"('ci', 'cn', 'mc', 'n1')",32289229
"('ci', 'cn', 'mc', 'n1', 'rt')",285538
"('an1', 'ci', 'mc', 'n1', 'rt', 't')",752819
"('an1', 'ci', 'n1', 'rt', 't')",218966
"('an1', 'ci', 'rt', 't')",218966
"('an1', 'ci', 't')",36417493
"('an1', 'ci')",36417493
"('an1', 'ci', 'rt')",218966
"('an1', 'ci', 'n1', 't')",36417493
"('an1', 'ci', 'n1')",36417493
"('an1', 'n1')",901343
"('an1', 'ci', 'n1', 'rt')",218966
"('an1', 'ci', 'mc', 'rt', 't')",752819
"('an1', 'ci', 'mc', 't')",87239860
"('an1', 'ci', 'mc')",87239860
"('an1', 'ci', 'mc', 'rt')",752819
"('an1', 'ci', 'mc', 'n1', 't')",87239860
"('an1', 'ci', 'mc', 'n1')",87239860
"('an1', 'ci', 'mc', 'n1', 'rt')",752819
"('an1', 'ci', 'cn', 'mc', 'rt', 't')",323005
"('an1', 'ci', 'cn', 'mc', 't')",41307596
"('an1', 'ci', 'cn', 'mc')",41307596
"('an1', 'ci', 'cn', 'mc', 'rt')",323005
"('an1', 'ci', 'cn', 'mc', 'n1', 't')",41307596
"('an1', 'ci', 'cn', 'mc', 'n1')",41307596
"('an1', 'ci', 'cn', 'mc', 'n1', 'rt')",323005
