aliases,cardinality
"('it2', 'mi_idx')",15849
"('it2', 'mc', 'mi_idx')",64707
"('ct', 'it2', 'mc', 'mi_idx')",24233
"('ct', 'it2', 'mc', 'mi_idx', 't')",6610
"('cn', 'ct', 'it2', 'mc', 'mi_idx', 't')",5674
"('cn', 'ct', 'it2', 'mc', 'mi', 'mi_idx', 't')",397
"('cn', 'ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",397
"('mi_idx', 't')",10834
"('mi', 'mi_idx', 't')",2213
"('mc', 'mi', 'mi_idx', 't')",9682
"('it2', 'mc', 'mi', 'mi_idx', 't')",1934
"('it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",1934
"('ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",708
"('mi', 't')",36964
"('mi', 'mi_idx')",12228
"('mc', 'mi_idx', 't')",38602
"('mc', 't')",392556
"('mc', 'mi_idx')",181966
"('mc', 'mi', 't')",108933
"('mc', 'mi')",736556
"('mc', 'mi', 'mi_idx')",68435
"('it2', 'mi', 'mi_idx', 't')",557
"('it2', 'mi_idx', 't')",4047
"('it2', 'mi', 'mi_idx')",2137
"('it2', 'mc', 'mi_idx', 't')",17301
"('it2', 'mc', 'mi', 'mi_idx')",17971
"('it1', 'mc', 'mi', 'mi_idx', 't')",9682
"('it1', 'mi', 'mi_idx', 't')",2213
"('it1', 'mi', 't')",36964
"('it1', 'mi')",272720
"('it1', 'mi', 'mi_idx')",11841
"('it1', 'mc', 'mi', 't')",108933
"('it1', 'mc', 'mi')",699862
"('it1', 'mc', 'mi', 'mi_idx')",57289
"('it1', 'it2', 'mi', 'mi_idx', 't')",557
"('it1', 'it2', 'mi', 'mi_idx')",1943
"('it1', 'it2', 'mc', 'mi', 'mi_idx')",10859
"('ct', 'it2', 'mc', 'mi', 'mi_idx', 't')",708
"('ct', 'mc', 'mi', 'mi_idx', 't')",3834
"('ct', 'mc', 'mi_idx', 't')",15765
"('ct', 'mc', 't')",194783
"('ct', 'mc')",1334883
"('ct', 'mc', 'mi_idx')",73245
"('ct', 'mc', 'mi', 't')",50247
"('ct', 'mc', 'mi')",319776
"('ct', 'mc', 'mi', 'mi_idx')",20656
"('ct', 'it2', 'mc', 'mi', 'mi_idx')",2931
"('ct', 'it1', 'mc', 'mi', 'mi_idx', 't')",3834
"('ct', 'it1', 'mc', 'mi', 't')",50247
"('ct', 'it1', 'mc', 'mi')",315519
"('ct', 'it1', 'mc', 'mi', 'mi_idx')",19805
"('ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx')",2518
"('cn', 'it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",707
"('cn', 'it2', 'mc', 'mi', 'mi_idx', 't')",707
"('cn', 'mc', 'mi', 'mi_idx', 't')",2890
"('cn', 'mc', 'mi_idx', 't')",17441
"('cn', 'mc', 't')",154763
"('cn', 'mc')",1153798
"('cn', 'mc', 'mi_idx')",84127
"('cn', 'mc', 'mi', 't')",31193
"('cn', 'mc', 'mi')",261967
"('cn', 'mc', 'mi', 'mi_idx')",23002
"('cn', 'it2', 'mc', 'mi_idx', 't')",9068
"('cn', 'it2', 'mc', 'mi_idx')",34371
"('cn', 'it2', 'mc', 'mi', 'mi_idx')",5793
"('cn', 'it1', 'mc', 'mi', 'mi_idx', 't')",2890
"('cn', 'it1', 'mc', 'mi', 't')",31193
"('cn', 'it1', 'mc', 'mi')",248253
"('cn', 'it1', 'mc', 'mi', 'mi_idx')",19451
"('cn', 'it1', 'it2', 'mc', 'mi', 'mi_idx')",3659
"('cn', 'ct', 'mc', 'mi', 'mi_idx', 't')",1439
"('cn', 'ct', 'mc', 'mi_idx', 't')",10153
"('cn', 'ct', 'mc', 't')",81026
"('cn', 'ct', 'mc')",552328
"('cn', 'ct', 'mc', 'mi_idx')",40962
"('cn', 'ct', 'mc', 'mi', 't')",16143
"('cn', 'ct', 'mc', 'mi')",104935
"('cn', 'ct', 'mc', 'mi', 'mi_idx')",7093
"('cn', 'ct', 'it2', 'mc', 'mi_idx')",19791
"('cn', 'ct', 'it2', 'mc', 'mi', 'mi_idx')",1579
"('cn', 'ct', 'it1', 'mc', 'mi', 'mi_idx', 't')",1439
"('cn', 'ct', 'it1', 'mc', 'mi', 't')",16143
"('cn', 'ct', 'it1', 'mc', 'mi')",102526
"('cn', 'ct', 'it1', 'mc', 'mi', 'mi_idx')",6556
"('cn', 'ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx')",1311
