aliases,cardinality
"('k', 'mk')",62096
"('k', 'mi_idx', 'mk')",152720
"('it2', 'k', 'mi_idx', 'mk')",50760
"('it2', 'k', 'mi', 'mi_idx', 'mk')",12260
"('ci', 'it2', 'k', 'mi', 'mi_idx', 'mk')",7740
"('ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk')",7112
"('ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n')",4407
"('ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",4407
"('ci', 't')",1244716
"('ci', 'n', 't')",558518
"('ci', 'mk', 'n', 't')",1436455
"('ci', 'mi_idx', 'mk', 'n', 't')",3884477
"('ci', 'mi', 'mi_idx', 'mk', 'n', 't')",455303
"('ci', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",14771
"('ci', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",4913
"('ci', 'n')",558518
"('mk', 't')",4523930
"('ci', 'mk', 't')",2619220
"('ci', 'mk')",2619220
"('ci', 'mk', 'n')",1436455
"('ci', 'mi_idx', 'n', 't')",501122
"('mi_idx', 't')",1380035
"('ci', 'mi_idx', 't')",1000868
"('ci', 'mi_idx')",1000868
"('ci', 'mi_idx', 'n')",501122
"('mi_idx', 'mk', 't')",10424626
"('ci', 'mi_idx', 'mk', 't')",6806711
"('mi_idx', 'mk')",10424626
"('ci', 'mi_idx', 'mk')",6806711
"('ci', 'mi_idx', 'mk', 'n')",3884477
"('ci', 'mi', 'mk', 'n', 't')",155920
"('ci', 'mi', 'n', 't')",8471
"('mi', 't')",30801
"('ci', 'mi', 't')",16172
"('ci', 'mi')",16172
"('ci', 'mi', 'n')",8471
"('mi', 'mk', 't')",378072
"('ci', 'mi', 'mk', 't')",243528
"('mi', 'mk')",378072
"('ci', 'mi', 'mk')",243528
"('ci', 'mi', 'mk', 'n')",155920
"('ci', 'mi', 'mi_idx', 'n', 't')",15178
"('mi', 'mi_idx', 't')",50629
"('ci', 'mi', 'mi_idx', 't')",26785
"('mi', 'mi_idx')",50629
"('ci', 'mi', 'mi_idx')",26785
"('ci', 'mi', 'mi_idx', 'n')",15178
"('mi', 'mi_idx', 'mk', 't')",1080149
"('ci', 'mi', 'mi_idx', 'mk', 't')",705503
"('mi', 'mi_idx', 'mk')",1080149
"('ci', 'mi', 'mi_idx', 'mk')",705503
"('ci', 'mi', 'mi_idx', 'mk', 'n')",455303
"('ci', 'k', 'mi_idx', 'mk', 'n', 't')",52875
"('ci', 'k', 'mk', 'n', 't')",18967
"('k', 'mk', 't')",62096
"('ci', 'k', 'mk', 't')",33626
"('ci', 'k', 'mk')",33626
"('ci', 'k', 'mk', 'n')",18967
"('k', 'mi_idx', 'mk', 't')",152720
"('ci', 'k', 'mi_idx', 'mk', 't')",91141
"('ci', 'k', 'mi_idx', 'mk')",91141
"('ci', 'k', 'mi_idx', 'mk', 'n')",52875
"('ci', 'k', 'mi', 'mk', 'n', 't')",5196
"('k', 'mi', 'mk', 't')",13309
"('ci', 'k', 'mi', 'mk', 't')",8230
"('k', 'mi', 'mk')",13309
"('ci', 'k', 'mi', 'mk')",8230
"('ci', 'k', 'mi', 'mk', 'n')",5196
"('k', 'mi', 'mi_idx', 'mk', 't')",36852
"('ci', 'k', 'mi', 'mi_idx', 'mk', 't')",23252
"('k', 'mi', 'mi_idx', 'mk')",36852
"('ci', 'k', 'mi', 'mi_idx', 'mk')",23252
"('ci', 'k', 'mi', 'mi_idx', 'mk', 'n')",14771
"('ci', 'it2', 'mi', 'mi_idx', 'mk', 'n', 't')",151346
"('ci', 'it2', 'mi_idx', 'mk', 'n', 't')",1286350
"('ci', 'it2', 'mi_idx', 'n', 't')",166987
"('it2', 'mi_idx', 't')",459925
"('ci', 'it2', 'mi_idx', 't')",333558
"('it2', 'mi_idx')",459925
"('ci', 'it2', 'mi_idx')",333558
"('ci', 'it2', 'mi_idx', 'n')",166987
"('it2', 'mi_idx', 'mk', 't')",3461792
"('ci', 'it2', 'mi_idx', 'mk', 't')",2258844
"('it2', 'mi_idx', 'mk')",3461792
"('ci', 'it2', 'mi_idx', 'mk')",2258844
"('ci', 'it2', 'mi_idx', 'mk', 'n')",1286350
"('ci', 'it2', 'mi', 'mi_idx', 'n', 't')",5056
"('it2', 'mi', 'mi_idx', 't')",16867
"('ci', 'it2', 'mi', 'mi_idx', 't')",8925
"('it2', 'mi', 'mi_idx')",16867
"('ci', 'it2', 'mi', 'mi_idx')",8925
"('ci', 'it2', 'mi', 'mi_idx', 'n')",5056
"('it2', 'mi', 'mi_idx', 'mk', 't')",358706
"('ci', 'it2', 'mi', 'mi_idx', 'mk', 't')",234746
"('it2', 'mi', 'mi_idx', 'mk')",358706
"('ci', 'it2', 'mi', 'mi_idx', 'mk')",234746
"('ci', 'it2', 'mi', 'mi_idx', 'mk', 'n')",151346
"('ci', 'it2', 'k', 'mi_idx', 'mk', 'n', 't')",17537
"('it2', 'k', 'mi_idx', 'mk', 't')",50760
"('ci', 'it2', 'k', 'mi_idx', 'mk', 't')",30276
"('ci', 'it2', 'k', 'mi_idx', 'mk')",30276
"('ci', 'it2', 'k', 'mi_idx', 'mk', 'n')",17537
"('it2', 'k', 'mi', 'mi_idx', 'mk', 't')",12260
"('ci', 'it2', 'k', 'mi', 'mi_idx', 'mk', 't')",7740
"('ci', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n')",4913
"('ci', 'it1', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",13233
"('ci', 'it1', 'mi', 'mi_idx', 'mk', 'n', 't')",386255
"('ci', 'it1', 'mi', 'mk', 'n', 't')",133164
"('ci', 'it1', 'mi', 'n', 't')",8266
"('it1', 'mi', 't')",30413
"('ci', 'it1', 'mi', 't')",15897
"('it1', 'mi')",30413
"('ci', 'it1', 'mi')",15897
"('ci', 'it1', 'mi', 'n')",8266
"('it1', 'mi', 'mk', 't')",338846
"('ci', 'it1', 'mi', 'mk', 't')",215873
"('it1', 'mi', 'mk')",338846
"('ci', 'it1', 'mi', 'mk')",215873
