aliases,cardinality
"('ci', 'rt')",276166
"('ci', 'rt', 't')",168407
"('chn', 'ci', 'rt', 't')",159449
"('chn', 'ci', 'n', 'rt', 't')",159307
"('chn', 'ci', 'mi', 'n', 'rt', 't')",1622994
"('chn', 'ci', 'it', 'mi', 'n', 'rt', 't')",341836
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",3229056
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",787043
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",1760645
"('ci', 't')",500511
"('ci', 'n', 'rt', 't')",168264
"('ci', 'mi', 'n', 'rt', 't')",1770753
"('ci', 'mc', 'mi', 'n', 'rt', 't')",18576462
"('ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",3671284
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",880631
"('ci', 'n', 't')",168305
"('ci', 'n')",276090
"('ci', 'n', 'rt')",276005
"('ci', 'mi', 'rt', 't')",1772092
"('mi', 't')",6992801
"('ci', 'mi', 't')",6117629
"('ci', 'mi')",10250130
"('ci', 'mi', 'rt')",2902533
"('ci', 'mi', 'n', 't')",1775335
"('ci', 'mi', 'n')",2910703
"('ci', 'mi', 'n', 'rt')",2900701
"('ci', 'mc', 'n', 'rt', 't')",289127
"('ci', 'mc', 'rt', 't')",289362
"('mc', 't')",1170186
"('ci', 'mc', 't')",901078
"('ci', 'mc')",1548085
"('ci', 'mc', 'rt')",474025
"('ci', 'mc', 'n', 't')",289726
"('ci', 'mc', 'n')",474803
"('ci', 'mc', 'n', 'rt')",473712
"('ci', 'mc', 'mi', 'rt', 't')",18593289
"('mc', 'mi', 't')",31523973
"('ci', 'mc', 'mi', 't')",65475905
"('mc', 'mi')",67371414
"('ci', 'mc', 'mi')",107085354
"('ci', 'mc', 'mi', 'rt')",30433142
"('ci', 'mc', 'mi', 'n', 't')",18705164
"('ci', 'mc', 'mi', 'n')",30687203
"('ci', 'mc', 'mi', 'n', 'rt')",30407859
"('ci', 'it', 'mi', 'n', 'rt', 't')",371543
"('ci', 'it', 'mi', 'rt', 't')",371852
"('it', 'mi', 't')",1798330
"('ci', 'it', 'mi', 't')",1170967
"('it', 'mi')",3036719
"('ci', 'it', 'mi')",1768086
"('ci', 'it', 'mi', 'rt')",547117
"('ci', 'it', 'mi', 'n', 't')",372448
"('ci', 'it', 'mi', 'n')",548152
"('ci', 'it', 'mi', 'n', 'rt')",546726
"('ci', 'it', 'mc', 'mi', 'rt', 't')",3674526
"('it', 'mc', 'mi', 't')",6621484
"('ci', 'it', 'mc', 'mi', 't')",12263420
"('it', 'mc', 'mi')",10905021
"('ci', 'it', 'mc', 'mi')",16886305
"('ci', 'it', 'mc', 'mi', 'rt')",5063692
"('ci', 'it', 'mc', 'mi', 'n', 't')",3696372
"('ci', 'it', 'mc', 'mi', 'n')",5097202
"('ci', 'it', 'mc', 'mi', 'n', 'rt')",5059064
"('ci', 'cn', 'mc', 'mi', 'n', 'rt', 't')",4921975
"('ci', 'cn', 'mc', 'n', 'rt', 't')",104325
"('ci', 'cn', 'mc', 'rt', 't')",104391
"('cn', 'mc', 't')",468787
"('ci', 'cn', 'mc', 't')",357202
"('cn', 'mc')",1153798
"('ci', 'cn', 'mc')",671694
"('ci', 'cn', 'mc', 'rt')",189554
"('ci', 'cn', 'mc', 'n', 't')",104511
"('ci', 'cn', 'mc', 'n')",189829
"('ci', 'cn', 'mc', 'n', 'rt')",189464
"('ci', 'cn', 'mc', 'mi', 'rt', 't')",4926510
"('cn', 'mc', 'mi', 't')",9048308
"('ci', 'cn', 'mc', 'mi', 't')",17861719
"('cn', 'mc', 'mi')",24420867
"('ci', 'cn', 'mc', 'mi')",33249823
"('ci', 'cn', 'mc', 'mi', 'rt')",9086629
"('ci', 'cn', 'mc', 'mi', 'n', 't')",4956649
"('ci', 'cn', 'mc', 'mi', 'n')",9163177
"('ci', 'cn', 'mc', 'mi', 'n', 'rt')",9079322
"('ci', 'cn', 'it', 'mc', 'mi', 'rt', 't')",881478
"('cn', 'it', 'mc', 'mi', 't')",1739512
"('ci', 'cn', 'it', 'mc', 'mi', 't')",3015158
"('cn', 'it', 'mc', 'mi')",3437396
"('ci', 'cn', 'it', 'mc', 'mi')",4598641
"('ci', 'cn', 'it', 'mc', 'mi', 'rt')",1337012
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 't')",887342
"('ci', 'cn', 'it', 'mc', 'mi', 'n')",1346863
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt')",1335714
"('chn', 'ci', 'mc', 'mi', 'n', 'rt', 't')",16304225
"('chn', 'ci', 't')",469676
"('chn', 'ci')",801259
"('chn', 'ci', 'rt')",255651
"('chn', 'ci', 'n', 't')",159307
"('chn', 'ci', 'n')",255493
"('chn', 'ci', 'n', 'rt')",255493
"('chn', 'ci', 'mi', 'rt', 't')",1624325
"('chn', 'ci', 'mi', 't')",5642630
"('chn', 'ci', 'mi')",9371334
"('chn', 'ci', 'mi', 'rt')",2618428
"('chn', 'ci', 'mi', 'n', 't')",1622994
"('chn', 'ci', 'mi', 'n')",2616622
"('chn', 'ci', 'mi', 'n', 'rt')",2616622
"('chn', 'ci', 'mc', 'n', 'rt', 't')",265657
"('chn', 'ci', 'mc', 'rt', 't')",265890
"('chn', 'ci', 'mc', 't')",829700
"('chn', 'ci', 'mc')",1405362
"('chn', 'ci', 'mc', 'rt')",426705
"('chn', 'ci', 'mc', 'n', 't')",265657
"('chn', 'ci', 'mc', 'n')",426400
"('chn', 'ci', 'mc', 'n', 'rt')",426400
"('chn', 'ci', 'mc', 'mi', 'rt', 't')",16321036
"('chn', 'ci', 'mc', 'mi', 't')",59161472
"('chn', 'ci', 'mc', 'mi')",95357356
"('chn', 'ci', 'mc', 'mi', 'rt')",26271313
"('chn', 'ci', 'mc', 'mi', 'n', 't')",16304225
"('chn', 'ci', 'mc', 'mi', 'n')",26246098
"('chn', 'ci', 'mc', 'mi', 'n', 'rt')",26246098
"('chn', 'ci', 'it', 'mi', 'rt', 't')",342144
"('chn', 'ci', 'it', 'mi', 't')",1083725
"('chn', 'ci', 'it', 'mi')",1624962
"('chn', 'ci', 'it', 'mi', 'rt')",498436
"('chn', 'ci', 'it', 'mi', 'n', 't')",341836
"('chn', 'ci', 'it', 'mi', 'n')",498048
"('chn', 'ci', 'it', 'mi', 'n', 'rt')",498048
"('chn', 'ci', 'it', 'mc', 'mi', 'rt', 't')",3232296
"('chn', 'ci', 'it', 'mc', 'mi', 't')",11087533
"('chn', 'ci', 'it', 'mc', 'mi')",15117867
"('chn', 'ci', 'it', 'mc', 'mi', 'rt')",4408554
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 't')",3229056
"('chn', 'ci', 'it', 'mc', 'mi', 'n')",4403934
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt')",4403934
"('chn', 'ci', 'cn', 'mc', 'mi', 'n', 'rt', 't')",4426839
"('chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",97320
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",97386
"('chn', 'ci', 'cn', 'mc', 't')",333062
"('chn', 'ci', 'cn', 'mc')",620402
"('chn', 'ci', 'cn', 'mc', 'rt')",173657
"('chn', 'ci', 'cn', 'mc', 'n', 't')",97320
"('chn', 'ci', 'cn', 'mc', 'n')",173567
"('chn', 'ci', 'cn', 'mc', 'n', 'rt')",173567
"('chn', 'ci', 'cn', 'mc', 'mi', 'rt', 't')",4431374
"('chn', 'ci', 'cn', 'mc', 'mi', 't')",16458318
"('chn', 'ci', 'cn', 'mc', 'mi')",30137010
"('chn', 'ci', 'cn', 'mc', 'mi', 'rt')",8001132
"('chn', 'ci', 'cn', 'mc', 'mi', 'n', 't')",4426839
"('chn', 'ci', 'cn', 'mc', 'mi', 'n')",7993825
"('chn', 'ci', 'cn', 'mc', 'mi', 'n', 'rt')",7993825
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'rt', 't')",787890
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 't')",2765473
"('chn', 'ci', 'cn', 'it', 'mc', 'mi')",4174309
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'rt')",1182141
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 't')",787043
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n')",1180843
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt')",1180843
"('an', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",1909379
"('an', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",6680857
"('an', 'ci', 'mc', 'mi', 'n', 'rt', 't')",36680843
"('an', 'ci', 'mi', 'n', 'rt', 't')",3670421
"('an', 'ci', 'n', 'rt', 't')",298569
"('an', 'ci', 'rt', 't')",299021
"('an', 'ci', 't')",998808
"('an', 'ci')",1806603
"('an', 'ci', 'rt')",503508
"('an', 'ci', 'n', 't')",298637
"('an', 'ci', 'n')",503115
"('an', 'n')",193486
"('an', 'ci', 'n', 'rt')",503022
"('an', 'ci', 'mi', 'rt', 't')",3672884
"('an', 'ci', 'mi', 't')",13657072
"('an', 'ci', 'mi')",24834271
"('an', 'ci', 'mi', 'rt')",6320702
"('an', 'ci', 'mi', 'n', 't')",3677237
"('an', 'ci', 'mi', 'n')",6327943
"('an', 'ci', 'mi', 'n', 'rt')",6317618
"('an', 'ci', 'mc', 'n', 'rt', 't')",575845
"('an', 'ci', 'mc', 'rt', 't')",576196
"('an', 'ci', 'mc', 't')",1976908
"('an', 'ci', 'mc')",3578955
"('an', 'ci', 'mc', 'rt')",961173
"('an', 'ci', 'mc', 'n', 't')",576917
"('an', 'ci', 'mc', 'n')",962140
"('an', 'ci', 'mc', 'n', 'rt')",960723
"('an', 'ci', 'mc', 'mi', 'rt', 't')",36698759
"('an', 'ci', 'mc', 'mi', 't')",143629803
"('an', 'ci', 'mc', 'mi')",239473736
"('an', 'ci', 'mc', 'mi', 'rt')",59105317
"('an', 'ci', 'mc', 'mi', 'n', 't')",36860121
"('an', 'ci', 'mc', 'mi', 'n')",59351580
"('an', 'ci', 'mc', 'mi', 'n', 'rt')",59078798
