aliases,cardinality
"('k', 'mk')",41840
"('k', 'mk', 'ml')",1255074480
"('k', 'lt', 'mk', 'ml')",1255074480
"('k', 'lt', 'mk', 'ml', 't1')",4388
"('k', 'lt', 'mk', 'ml', 't1', 't2')",4388
"('ml', 't2')",29997
"('ml', 't1', 't2')",29997
"('mk', 'ml', 't1', 't2')",288192
"('lt', 'mk', 'ml', 't1', 't2')",288192
"('ml', 't1')",29997
"('mk', 'ml', 't1')",288192
"('mk', 't1')",4523930
"('lt', 'ml', 't1', 't2')",29997
"('lt', 'ml', 't2')",29997
"('lt', 'ml')",29997
"('lt', 'ml', 't1')",29997
"('lt', 'mk', 'ml', 't1')",288192
"('k', 'mk', 'ml', 't1', 't2')",4388
"('k', 'mk', 'ml', 't1')",4388
"('k', 'mk', 't1')",41840
