aliases,cardinality
"('k', 'mk')",1133
"('k', 'mk', 't')",557
"('k', 'kt', 'mk', 't')",401
"('cc', 'k', 'kt', 'mk', 't')",141
"('cc', 'cct1', 'k', 'kt', 'mk', 't')",60
"('cc', 'cct1', 'k', 'kt', 'mc', 'mk', 't')",1218
"('cc', 'cct1', 'cn', 'k', 'kt', 'mc', 'mk', 't')",315
"('cc', 'cct1', 'cn', 'ct', 'k', 'kt', 'mc', 'mk', 't')",315
"('cc', 'cct1', 'cn', 'ct', 'k', 'kt', 'mc', 'mi', 'mk', 't')",16
"('cc', 'cct1', 'cn', 'ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",16
"('mk', 't')",1970380
"('mi', 'mk', 't')",4309
"('mc', 'mi', 'mk', 't')",8703
"('kt', 'mc', 'mi', 'mk', 't')",4449
"('k', 'kt', 'mc', 'mi', 'mk', 't')",9
"('it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",9
"('ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",9
"('cn', 'ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",9
"('cc', 'cn', 'ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",16
"('mi', 't')",1749
"('mi', 'mk')",4429
"('mc', 'mk', 't')",16657594
"('mc', 't')",1170186
"('mc', 'mk')",34863638
"('mc', 'mi', 't')",2820
"('mc', 'mi')",2867
"('mc', 'mi', 'mk')",9164
"('kt', 'mi', 'mk', 't')",2508
"('kt', 'mk', 't')",1053171
"('kt', 't')",274015
"('kt', 'mi', 't')",818
"('kt', 'mc', 'mk', 't')",13832966
"('kt', 'mc', 't')",485778
"('kt', 'mc', 'mi', 't')",1166
"('k', 'mc', 'mi', 'mk', 't')",11
"('k', 'mi', 'mk', 't')",10
"('k', 'mi', 'mk')",10
"('k', 'mc', 'mk', 't')",4656
"('k', 'mc', 'mk')",9894
"('k', 'mc', 'mi', 'mk')",11
"('k', 'kt', 'mi', 'mk', 't')",9
"('k', 'kt', 'mc', 'mk', 't')",4139
"('it1', 'kt', 'mc', 'mi', 'mk', 't')",4449
"('it1', 'mc', 'mi', 'mk', 't')",8703
"('it1', 'mi', 'mk', 't')",4309
"('it1', 'mi', 't')",1749
"('it1', 'mi')",1771
"('it1', 'mi', 'mk')",4429
"('it1', 'mc', 'mi', 't')",2820
"('it1', 'mc', 'mi')",2867
"('it1', 'mc', 'mi', 'mk')",9164
"('it1', 'kt', 'mi', 'mk', 't')",2508
"('it1', 'kt', 'mi', 't')",818
"('it1', 'kt', 'mc', 'mi', 't')",1166
"('it1', 'k', 'mc', 'mi', 'mk', 't')",11
"('it1', 'k', 'mi', 'mk', 't')",10
"('it1', 'k', 'mi', 'mk')",10
"('it1', 'k', 'mc', 'mi', 'mk')",11
"('it1', 'k', 'kt', 'mi', 'mk', 't')",9
"('ct', 'k', 'kt', 'mc', 'mi', 'mk', 't')",9
"('ct', 'kt', 'mc', 'mi', 'mk', 't')",4449
"('ct', 'mc', 'mi', 'mk', 't')",8703
"('ct', 'mc', 'mk', 't')",16657594
"('ct', 'mc', 't')",1170186
"('ct', 'mc')",2609129
"('ct', 'mc', 'mk')",34863638
"('ct', 'mc', 'mi', 't')",2820
"('ct', 'mc', 'mi')",2867
"('ct', 'mc', 'mi', 'mk')",9164
"('ct', 'kt', 'mc', 'mk', 't')",13832966
"('ct', 'kt', 'mc', 't')",485778
"('ct', 'kt', 'mc', 'mi', 't')",1166
"('ct', 'k', 'mc', 'mi', 'mk', 't')",11
"('ct', 'k', 'mc', 'mk', 't')",4656
"('ct', 'k', 'mc', 'mk')",9894
"('ct', 'k', 'mc', 'mi', 'mk')",11
"('ct', 'k', 'kt', 'mc', 'mk', 't')",4139
