aliases,cardinality
"('it1', 'mi')",10679
"('it1', 'mi', 't')",10662
"('it1', 'mc', 'mi', 't')",14377
"('cn', 'it1', 'mc', 'mi', 't')",9857
"('cn', 'ct', 'it1', 'mc', 'mi', 't')",9857
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",25564
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",25564
"('at', 'cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",11347
"('mk', 't')",2742670
"('mi', 'mk', 't')",19250
"('mc', 'mi', 'mk', 't')",69079
"('k', 'mc', 'mi', 'mk', 't')",69079
"('it1', 'k', 'mc', 'mi', 'mk', 't')",52513
"('ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",52513
"('mi', 't')",10727
"('mi', 'mk')",20275
"('mc', 'mk', 't')",22579666
"('mc', 't')",1508127
"('mc', 'mk')",34863638
"('mc', 'mi', 't')",14709
"('mc', 'mi')",15041
"('mc', 'mi', 'mk')",74851
"('k', 'mi', 'mk', 't')",19250
"('k', 'mk', 't')",2742670
"('k', 'mk')",4523930
"('k', 'mi', 'mk')",20275
"('k', 'mc', 'mk', 't')",22579666
"('k', 'mc', 'mk')",34863638
"('k', 'mc', 'mi', 'mk')",74851
"('it1', 'mc', 'mi', 'mk', 't')",52513
"('it1', 'mi', 'mk', 't')",17508
"('it1', 'mi', 'mk')",17565
"('it1', 'mc', 'mi')",14401
"('it1', 'mc', 'mi', 'mk')",52749
"('it1', 'k', 'mi', 'mk', 't')",17508
"('it1', 'k', 'mi', 'mk')",17565
"('it1', 'k', 'mc', 'mi', 'mk')",52749
"('ct', 'k', 'mc', 'mi', 'mk', 't')",69079
"('ct', 'mc', 'mi', 'mk', 't')",69079
"('ct', 'mc', 'mk', 't')",22579666
"('ct', 'mc', 't')",1508127
"('ct', 'mc')",2609129
"('ct', 'mc', 'mk')",34863638
"('ct', 'mc', 'mi', 't')",14709
"('ct', 'mc', 'mi')",15041
"('ct', 'mc', 'mi', 'mk')",74851
"('ct', 'k', 'mc', 'mk', 't')",22579666
"('ct', 'k', 'mc', 'mk')",34863638
"('ct', 'k', 'mc', 'mi', 'mk')",74851
"('ct', 'it1', 'mc', 'mi', 'mk', 't')",52513
"('ct', 'it1', 'mc', 'mi', 't')",14377
"('ct', 'it1', 'mc', 'mi')",14401
"('ct', 'it1', 'mc', 'mi', 'mk')",52749
"('ct', 'it1', 'k', 'mc', 'mi', 'mk')",52749
"('cn', 'it1', 'k', 'mc', 'mi', 'mk', 't')",25564
"('cn', 'k', 'mc', 'mi', 'mk', 't')",32210
"('cn', 'mc', 'mi', 'mk', 't')",32210
"('cn', 'mc', 'mk', 't')",6329892
"('cn', 'mc', 't')",596250
"('cn', 'mc')",1153798
"('cn', 'mc', 'mk')",12177631
"('cn', 'mc', 'mi', 't')",10008
"('cn', 'mc', 'mi')",10149
"('cn', 'mc', 'mi', 'mk')",35278
"('cn', 'k', 'mc', 'mk', 't')",6329892
"('cn', 'k', 'mc', 'mk')",12177631
"('cn', 'k', 'mc', 'mi', 'mk')",35278
"('cn', 'it1', 'mc', 'mi', 'mk', 't')",25564
"('cn', 'it1', 'mc', 'mi')",9874
"('cn', 'it1', 'mc', 'mi', 'mk')",25738
"('cn', 'it1', 'k', 'mc', 'mi', 'mk')",25738
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 't')",32210
"('cn', 'ct', 'mc', 'mi', 'mk', 't')",32210
"('cn', 'ct', 'mc', 'mk', 't')",6329892
"('cn', 'ct', 'mc', 't')",596250
"('cn', 'ct', 'mc')",1153798
"('cn', 'ct', 'mc', 'mk')",12177631
"('cn', 'ct', 'mc', 'mi', 't')",10008
"('cn', 'ct', 'mc', 'mi')",10149
"('cn', 'ct', 'mc', 'mi', 'mk')",35278
"('cn', 'ct', 'k', 'mc', 'mk', 't')",6329892
"('cn', 'ct', 'k', 'mc', 'mk')",12177631
"('cn', 'ct', 'k', 'mc', 'mi', 'mk')",35278
"('cn', 'ct', 'it1', 'mc', 'mi')",9874
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk')",25738
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk')",25738
