aliases,cardinality
"('cn', 'mc')",8790
"('cn', 'mc', 't')",1259
"('ci', 'cn', 'mc', 't')",2614
"('ci', 'cn', 'mc', 'rt', 't')",0
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",0
"('chn', 'ci', 'cn', 'ct', 'mc', 'rt', 't')",0
"('ci', 't')",263043
"('ci', 'rt', 't')",0
"('ci', 'mc', 'rt', 't')",0
"('ci', 'ct', 'mc', 'rt', 't')",0
"('ci', 'cn', 'ct', 'mc', 'rt', 't')",0
"('ci', 'rt')",13
"('mc', 't')",294635
"('ci', 'mc', 't')",389151
"('ci', 'mc')",2743255
"('ci', 'mc', 'rt')",30
"('ct', 'mc', 't')",294635
"('ci', 'ct', 'mc', 't')",389151
"('ct', 'mc')",2609129
"('ci', 'ct', 'mc')",2743255
"('ci', 'ct', 'mc', 'rt')",30
"('ci', 'cn', 'mc')",14215
"('ci', 'cn', 'mc', 'rt')",0
"('cn', 'ct', 'mc', 't')",1259
"('ci', 'cn', 'ct', 'mc', 't')",2614
"('cn', 'ct', 'mc')",8790
"('ci', 'cn', 'ct', 'mc')",14215
"('ci', 'cn', 'ct', 'mc', 'rt')",0
"('chn', 'ci', 'ct', 'mc', 'rt', 't')",0
"('chn', 'ci', 'mc', 'rt', 't')",0
"('chn', 'ci', 'rt', 't')",0
"('chn', 'ci', 't')",0
"('chn', 'ci')",15
"('chn', 'ci', 'rt')",13
"('chn', 'ci', 'mc', 't')",0
"('chn', 'ci', 'mc')",31
"('chn', 'ci', 'mc', 'rt')",30
"('chn', 'ci', 'ct', 'mc', 't')",0
"('chn', 'ci', 'ct', 'mc')",31
"('chn', 'ci', 'ct', 'mc', 'rt')",30
"('chn', 'ci', 'cn', 'mc', 't')",0
"('chn', 'ci', 'cn', 'mc')",0
"('chn', 'ci', 'cn', 'mc', 'rt')",0
"('chn', 'ci', 'cn', 'ct', 'mc', 't')",0
"('chn', 'ci', 'cn', 'ct', 'mc')",0
"('chn', 'ci', 'cn', 'ct', 'mc', 'rt')",0
