aliases,cardinality
"('cn', 'mc')",8495
"('cn', 'mc', 't')",4
"('ci', 'cn', 'mc', 't')",104
"('an', 'ci', 'cn', 'mc', 't')",171
"('an', 'ci', 'cn', 'mc', 'n', 't')",6
"('an', 'ci', 'cn', 'mc', 'n', 'rt', 't')",6
"('ci', 't')",226
"('ci', 'rt', 't')",56
"('ci', 'n', 'rt', 't')",7
"('ci', 'mc', 'n', 'rt', 't')",4
"('ci', 'cn', 'mc', 'n', 'rt', 't')",4
"('ci', 'rt')",34848
"('ci', 'n', 't')",7
"('ci', 'n')",938
"('ci', 'n', 'rt')",394
"('ci', 'mc', 'rt', 't')",25
"('mc', 't')",4
"('ci', 'mc', 't')",104
"('ci', 'mc')",2839
"('ci', 'mc', 'rt')",1079
"('ci', 'mc', 'n', 't')",4
"('ci', 'mc', 'n')",42
"('ci', 'mc', 'n', 'rt')",16
"('ci', 'cn', 'mc', 'rt', 't')",25
"('ci', 'cn', 'mc')",2828
"('ci', 'cn', 'mc', 'rt')",1074
"('ci', 'cn', 'mc', 'n', 't')",4
"('ci', 'cn', 'mc', 'n')",42
"('ci', 'cn', 'mc', 'n', 'rt')",16
"('an', 'ci', 'mc', 'n', 'rt', 't')",6
"('an', 'ci', 'n', 'rt', 't')",9
"('an', 'ci', 'rt', 't')",55
"('an', 'ci', 't')",306
"('an', 'ci')",208704
"('an', 'ci', 'rt')",75365
"('an', 'ci', 'n', 't')",9
"('an', 'ci', 'n')",2575
"('an', 'n')",4031
"('an', 'ci', 'n', 'rt')",659
"('an', 'ci', 'mc', 'rt', 't')",24
"('an', 'ci', 'mc', 't')",171
"('an', 'ci', 'mc')",7619
"('an', 'ci', 'mc', 'rt')",2751
"('an', 'ci', 'mc', 'n', 't')",6
"('an', 'ci', 'mc', 'n')",125
"('an', 'ci', 'mc', 'n', 'rt')",25
"('an', 'ci', 'cn', 'mc', 'rt', 't')",24
"('an', 'ci', 'cn', 'mc')",7590
"('an', 'ci', 'cn', 'mc', 'rt')",2745
"('an', 'ci', 'cn', 'mc', 'n')",125
"('an', 'ci', 'cn', 'mc', 'n', 'rt')",25
