aliases,cardinality
"('mi', 't')",6
"('mc', 'mi', 't')",4
"('ci', 'mc', 'mi', 't')",100
"('an', 'ci', 'mc', 'mi', 't')",275
"('an', 'chn', 'ci', 'mc', 'mi', 't')",275
"('an', 'chn', 'ci', 'cn', 'mc', 'mi', 't')",275
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 't')",275
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 't')",15
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",15
"('ci', 't')",71
"('ci', 'rt', 't')",17
"('ci', 'n', 'rt', 't')",1
"('ci', 'mi', 'n', 'rt', 't')",1
"('ci', 'mc', 'mi', 'n', 'rt', 't')",3
"('ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",3
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",3
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",3
"('ci', 'rt')",222686
"('ci', 'n', 't')",1
"('ci', 'n')",453
"('ci', 'n', 'rt')",453
"('ci', 'mi', 'rt', 't')",17
"('ci', 'mi', 't')",69
"('ci', 'mi')",38392
"('ci', 'mi', 'rt')",14051
"('ci', 'mi', 'n', 't')",1
"('ci', 'mi', 'n')",27
"('ci', 'mi', 'n', 'rt')",27
"('ci', 'mc', 'n', 'rt', 't')",3
"('ci', 'mc', 'rt', 't')",24
"('mc', 't')",4
"('ci', 'mc', 't')",100
"('ci', 'mc')",107035
"('ci', 'mc', 'rt')",29100
"('ci', 'mc', 'n', 't')",3
"('ci', 'mc', 'n')",87
"('ci', 'mc', 'n', 'rt')",87
"('ci', 'mc', 'mi', 'rt', 't')",24
"('mc', 'mi')",25503
"('ci', 'mc', 'mi')",25272
"('ci', 'mc', 'mi', 'rt')",7579
"('ci', 'mc', 'mi', 'n', 't')",3
"('ci', 'mc', 'mi', 'n')",47
"('ci', 'mc', 'mi', 'n', 'rt')",47
"('ci', 'it', 'mi', 'n', 'rt', 't')",1
"('ci', 'it', 'mi', 'rt', 't')",17
"('it', 'mi', 't')",6
"('ci', 'it', 'mi', 't')",69
"('it', 'mi')",69478
"('ci', 'it', 'mi')",38392
"('ci', 'it', 'mi', 'rt')",14051
"('ci', 'it', 'mi', 'n', 't')",1
"('ci', 'it', 'mi', 'n')",27
"('ci', 'it', 'mi', 'n', 'rt')",27
"('ci', 'it', 'mc', 'mi', 'rt', 't')",24
"('it', 'mc', 'mi', 't')",4
"('ci', 'it', 'mc', 'mi', 't')",100
"('it', 'mc', 'mi')",25503
"('ci', 'it', 'mc', 'mi')",25272
"('ci', 'it', 'mc', 'mi', 'rt')",7579
"('ci', 'it', 'mc', 'mi', 'n', 't')",3
"('ci', 'it', 'mc', 'mi', 'n')",47
"('ci', 'it', 'mc', 'mi', 'n', 'rt')",47
"('ci', 'cn', 'mc', 'mi', 'n', 'rt', 't')",3
"('ci', 'cn', 'mc', 'n', 'rt', 't')",3
"('ci', 'cn', 'mc', 'rt', 't')",24
"('cn', 'mc', 't')",4
"('ci', 'cn', 'mc', 't')",100
"('cn', 'mc')",177065
"('ci', 'cn', 'mc')",98199
"('ci', 'cn', 'mc', 'rt')",26447
"('ci', 'cn', 'mc', 'n', 't')",3
"('ci', 'cn', 'mc', 'n')",82
"('ci', 'cn', 'mc', 'n', 'rt')",82
"('ci', 'cn', 'mc', 'mi', 'rt', 't')",24
"('cn', 'mc', 'mi', 't')",4
"('ci', 'cn', 'mc', 'mi', 't')",100
"('cn', 'mc', 'mi')",23630
"('ci', 'cn', 'mc', 'mi')",23025
"('ci', 'cn', 'mc', 'mi', 'rt')",6867
"('ci', 'cn', 'mc', 'mi', 'n', 't')",3
"('ci', 'cn', 'mc', 'mi', 'n')",47
"('ci', 'cn', 'mc', 'mi', 'n', 'rt')",47
"('ci', 'cn', 'it', 'mc', 'mi', 'rt', 't')",24
"('cn', 'it', 'mc', 'mi', 't')",4
"('ci', 'cn', 'it', 'mc', 'mi', 't')",100
"('cn', 'it', 'mc', 'mi')",23630
"('ci', 'cn', 'it', 'mc', 'mi')",23025
"('ci', 'cn', 'it', 'mc', 'mi', 'rt')",6867
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 't')",3
"('ci', 'cn', 'it', 'mc', 'mi', 'n')",47
"('ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt')",47
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",3
"('chn', 'ci', 'mc', 'mi', 'n', 'rt', 't')",3
