aliases,cardinality
"('k', 'mk')",41840
"('k', 'mk', 't')",41840
"('k', 'mc', 'mk', 't')",148552
"('cn', 'k', 'mc', 'mk', 't')",68316
"('ci', 'cn', 'k', 'mc', 'mk', 't')",2832555
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",258289
"('ci', 't')",36244344
"('ci', 'n', 't')",3118033
"('ci', 'mk', 'n', 't')",18870771
"('ci', 'mc', 'mk', 'n', 't')",274808964
"('ci', 'k', 'mc', 'mk', 'n', 't')",702849
"('ci', 'n')",3118033
"('mk', 't')",4523930
"('ci', 'mk', 't')",215765477
"('ci', 'mk')",215765477
"('ci', 'mk', 'n')",18870771
"('ci', 'mc', 'n', 't')",7029481
"('mc', 't')",2609129
"('ci', 'mc', 't')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc', 'n')",7029481
"('mc', 'mk', 't')",34863638
"('ci', 'mc', 'mk', 't')",3101350543
"('mc', 'mk')",34863638
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 'mk', 'n')",274808964
"('ci', 'k', 'mk', 'n', 't')",93315
"('ci', 'k', 'mk', 't')",1038393
"('ci', 'k', 'mk')",1038393
"('ci', 'k', 'mk', 'n')",93315
"('ci', 'k', 'mc', 'mk', 't')",7796926
"('k', 'mc', 'mk')",148552
"('ci', 'k', 'mc', 'mk')",7796926
"('ci', 'k', 'mc', 'mk', 'n')",702849
"('ci', 'cn', 'mc', 'mk', 'n', 't')",81288292
"('ci', 'cn', 'mc', 'n', 't')",2906911
"('cn', 'mc', 't')",1153798
"('ci', 'cn', 'mc', 't')",32289229
"('cn', 'mc')",1153798
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc', 'n')",2906911
"('cn', 'mc', 'mk', 't')",12177631
"('ci', 'cn', 'mc', 'mk', 't')",916402420
"('cn', 'mc', 'mk')",12177631
"('ci', 'cn', 'mc', 'mk')",916402420
"('ci', 'cn', 'mc', 'mk', 'n')",81288292
"('cn', 'k', 'mc', 'mk')",68316
"('ci', 'cn', 'k', 'mc', 'mk')",2832555
"('ci', 'cn', 'k', 'mc', 'mk', 'n')",258289
