aliases,cardinality
"('an', 'n')",1296
"('an', 'ci', 'n')",265
"('an', 'ci', 'n', 'rt')",265
"('an', 'ci', 'mc', 'n', 'rt')",103
"('an', 'chn', 'ci', 'mc', 'n', 'rt')",94
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt')",94
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",40
"('ci', 't')",146847
"('ci', 'rt', 't')",49748
"('ci', 'n', 'rt', 't')",108
"('ci', 'mc', 'n', 'rt', 't')",31
"('ci', 'cn', 'mc', 'n', 'rt', 't')",30
"('chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",30
"('ci', 'rt')",222686
"('ci', 'n', 't')",108
"('ci', 'n')",453
"('ci', 'n', 'rt')",453
"('ci', 'mc', 'rt', 't')",8248
"('mc', 't')",54971
"('ci', 'mc', 't')",29503
"('ci', 'mc')",107035
"('ci', 'mc', 'rt')",29100
"('ci', 'mc', 'n', 't')",31
"('ci', 'mc', 'n')",87
"('ci', 'mc', 'n', 'rt')",87
"('ci', 'cn', 'mc', 'rt', 't')",7565
"('cn', 'mc', 't')",47009
"('ci', 'cn', 'mc', 't')",26990
"('cn', 'mc')",177065
"('ci', 'cn', 'mc')",98199
"('ci', 'cn', 'mc', 'rt')",26447
"('ci', 'cn', 'mc', 'n', 't')",30
"('ci', 'cn', 'mc', 'n')",82
"('ci', 'cn', 'mc', 'n', 'rt')",82
"('chn', 'ci', 'mc', 'n', 'rt', 't')",30
"('chn', 'ci', 'n', 'rt', 't')",97
"('chn', 'ci', 'rt', 't')",46674
"('chn', 'ci', 't')",135815
"('chn', 'ci')",650505
"('chn', 'ci', 'mc', 'rt', 't')",7497
"('chn', 'ci', 'mc', 't')",27159
"('chn', 'ci', 'mc')",97395
"('chn', 'ci', 'mc', 'rt')",26053
"('chn', 'ci', 'mc', 'n', 't')",30
"('chn', 'ci', 'mc', 'n')",76
"('chn', 'ci', 'mc', 'n', 'rt')",76
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",6893
"('chn', 'ci', 'cn', 'mc', 't')",24919
"('chn', 'ci', 'cn', 'mc')",89939
"('chn', 'ci', 'cn', 'mc', 'rt')",23829
"('chn', 'ci', 'cn', 'mc', 'n', 't')",30
"('chn', 'ci', 'cn', 'mc', 'n')",75
"('chn', 'ci', 'cn', 'mc', 'n', 'rt')",75
"('an', 'ci', 'cn', 'mc', 'n', 'rt', 't')",40
"('an', 'ci', 'mc', 'n', 'rt', 't')",41
"('an', 'ci', 'n', 'rt', 't')",65
"('an', 'ci', 'rt', 't')",75963
"('an', 'ci', 't')",265653
"('an', 'ci')",1504297
"('an', 'ci', 'rt')",408470
"('an', 'ci', 'n', 't')",65
"('an', 'ci', 'mc', 'rt', 't')",20876
"('an', 'ci', 'mc', 't')",78202
"('an', 'ci', 'mc')",255384
"('an', 'ci', 'mc', 'rt')",63726
"('an', 'ci', 'mc', 'n', 't')",41
"('an', 'ci', 'mc', 'n')",103
"('an', 'ci', 'cn', 'mc', 'rt', 't')",20424
"('an', 'ci', 'cn', 'mc', 't')",75854
"('chn', 'ci', 'rt')",203229
"('chn', 'ci', 'n', 't')",97
"('chn', 'ci', 'n')",367
"('chn', 'ci', 'n', 'rt')",367
"('an', 'ci', 'cn', 'mc')",244577
"('an', 'ci', 'cn', 'mc', 'rt')",60283
"('an', 'ci', 'cn', 'mc', 'n', 't')",40
"('an', 'ci', 'cn', 'mc', 'n')",97
"('an', 'ci', 'cn', 'mc', 'n', 'rt')",97
"('an', 'chn', 'ci', 'mc', 'n', 'rt', 't')",40
"('an', 'chn', 'ci', 'n', 'rt', 't')",60
"('an', 'chn', 'ci', 'rt', 't')",73464
"('an', 'chn', 'ci', 't')",255681
"('an', 'chn', 'ci')",1433780
"('an', 'chn', 'ci', 'rt')",389487
"('an', 'chn', 'ci', 'n', 't')",60
"('an', 'chn', 'ci', 'n')",237
"('an', 'chn', 'ci', 'n', 'rt')",237
"('an', 'chn', 'ci', 'mc', 'rt', 't')",19894
"('an', 'chn', 'ci', 'mc', 't')",74662
"('an', 'chn', 'ci', 'mc')",242391
"('an', 'chn', 'ci', 'mc', 'rt')",59976
"('an', 'chn', 'ci', 'mc', 'n', 't')",40
"('an', 'chn', 'ci', 'mc', 'n')",94
"('an', 'chn', 'ci', 'cn', 'mc', 'rt', 't')",19531
"('an', 'chn', 'ci', 'cn', 'mc', 't')",72621
"('an', 'chn', 'ci', 'cn', 'mc')",233057
"('an', 'chn', 'ci', 'cn', 'mc', 'rt')",56938
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 't')",40
"('an', 'chn', 'ci', 'cn', 'mc', 'n')",94
