aliases,cardinality
"('it', 'miidx')",459925
"('it', 'miidx', 't')",66
"('it', 'kt', 'miidx', 't')",29
"('it', 'kt', 'mc', 'miidx', 't')",95
"('ct', 'it', 'kt', 'mc', 'miidx', 't')",32
"('cn', 'ct', 'it', 'kt', 'mc', 'miidx', 't')",14
"('cn', 'ct', 'it', 'kt', 'mc', 'mi', 'miidx', 't')",218
"('cn', 'ct', 'it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",53
"('miidx', 't')",198
"('mi', 'miidx', 't')",2316
"('mc', 'mi', 'miidx', 't')",12240
"('kt', 'mc', 'mi', 'miidx', 't')",10347
"('it2', 'kt', 'mc', 'mi', 'miidx', 't')",1845
"('it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",615
"('ct', 'it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",162
"('mi', 't')",1800
"('mi', 'miidx')",20885030
"('mc', 'miidx', 't')",477
"('mc', 't')",367
"('mc', 'miidx')",4073078
"('mc', 'mi', 't')",5575
"('mc', 'mi')",67371414
"('mc', 'mi', 'miidx')",177388547
"('kt', 'mi', 'miidx', 't')",1497
"('kt', 'miidx', 't')",87
"('kt', 't')",89
"('kt', 'mi', 't')",978
"('kt', 'mc', 'miidx', 't')",285
"('kt', 'mc', 't')",181
"('kt', 'mc', 'mi', 't')",4217
"('it2', 'mc', 'mi', 'miidx', 't')",2088
"('it2', 'mi', 'miidx', 't')",387
"('it2', 'mi', 't')",323
"('it2', 'mi')",3036719
"('it2', 'mi', 'miidx')",3367474
"('it2', 'mc', 'mi', 't')",899
"('it2', 'mc', 'mi')",10905021
"('it2', 'mc', 'mi', 'miidx')",29157386
"('it2', 'kt', 'mi', 'miidx', 't')",270
"('it2', 'kt', 'mi', 't')",127
"('it2', 'kt', 'mc', 'mi', 't')",690
"('it', 'kt', 'mc', 'mi', 'miidx', 't')",3449
"('it', 'mc', 'mi', 'miidx', 't')",4080
"('it', 'mi', 'miidx', 't')",772
"('it', 'mi', 'miidx')",6930334
"('it', 'mc', 'miidx', 't')",159
"('it', 'mc', 'miidx')",1354883
"('it', 'mc', 'mi', 'miidx')",57984052
"('it', 'kt', 'mi', 'miidx', 't')",499
"('it', 'it2', 'mc', 'mi', 'miidx', 't')",696
"('it', 'it2', 'mi', 'miidx', 't')",129
"('it', 'it2', 'mi', 'miidx')",1118984
"('it', 'it2', 'mc', 'mi', 'miidx')",9595757
"('it', 'it2', 'kt', 'mi', 'miidx', 't')",90
"('ct', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",486
"('ct', 'kt', 'mc', 'mi', 'miidx', 't')",2301
"('ct', 'mc', 'mi', 'miidx', 't')",3180
"('ct', 'mc', 'miidx', 't')",195
"('ct', 'mc', 't')",175
"('ct', 'mc')",1334883
"('ct', 'mc', 'miidx')",1753403
"('ct', 'mc', 'mi', 't')",1838
"('ct', 'mc', 'mi')",19468013
"('ct', 'mc', 'mi', 'miidx')",42553106
"('ct', 'kt', 'mc', 'miidx', 't')",96
"('ct', 'kt', 'mc', 't')",81
"('ct', 'kt', 'mc', 'mi', 't')",1182
"('ct', 'it2', 'mc', 'mi', 'miidx', 't')",600
"('ct', 'it2', 'mc', 'mi', 't')",299
"('ct', 'it2', 'mc', 'mi')",3243070
"('ct', 'it2', 'mc', 'mi', 'miidx')",7548645
"('ct', 'it2', 'kt', 'mc', 'mi', 't')",199
"('ct', 'it', 'kt', 'mc', 'mi', 'miidx', 't')",767
"('ct', 'it', 'mc', 'mi', 'miidx', 't')",1060
"('ct', 'it', 'mc', 'miidx', 't')",65
"('ct', 'it', 'mc', 'miidx')",584222
"('ct', 'it', 'mc', 'mi', 'miidx')",14091607
"('ct', 'it', 'it2', 'mc', 'mi', 'miidx', 't')",200
"('ct', 'it', 'it2', 'mc', 'mi', 'miidx')",2504990
"('cn', 'it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",213
"('cn', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",639
"('cn', 'kt', 'mc', 'mi', 'miidx', 't')",3426
"('cn', 'mc', 'mi', 'miidx', 't')",4830
"('cn', 'mc', 'miidx', 't')",264
"('cn', 'mc', 't')",201
"('cn', 'mc')",1153798
"('cn', 'mc', 'miidx')",1742698
"('cn', 'mc', 'mi', 't')",2379
"('cn', 'mc', 'mi')",24420867
"('cn', 'mc', 'mi', 'miidx')",60276938
