aliases,cardinality
"('k', 'mk')",76714
"('k', 'mk', 't')",49
"('cc', 'k', 'mk', 't')",38
"('cc', 'cct1', 'k', 'mk', 't')",38
"('cc', 'cct1', 'cct2', 'k', 'mk', 't')",8
"('cc', 'cct1', 'cct2', 'ci', 'k', 'mk', 't')",20
"('cc', 'cct1', 'cct2', 'ci', 'k', 'mi', 'mk', 't')",28
"('cc', 'cct1', 'cct2', 'ci', 'it1', 'k', 'mi', 'mk', 't')",28
"('cc', 'cct1', 'cct2', 'ci', 'it1', 'k', 'mi', 'mi_idx', 'mk', 't')",84
"('cc', 'cct1', 'cct2', 'ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 't')",28
"('cc', 'cct1', 'cct2', 'ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",28
"('ci', 't')",637
"('ci', 'n', 't')",337
"('ci', 'mk', 'n', 't')",2215
"('ci', 'mi_idx', 'mk', 'n', 't')",6615
"('ci', 'mi', 'mi_idx', 'mk', 'n', 't')",10134
"('ci', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",324
"('ci', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",108
"('ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",108
"('cc', 'ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",108
"('cc', 'cct2', 'ci', 'it1', 'it2', 'k', 'mi', 'mi_idx', 'mk', 'n', 't')",28
"('ci', 'n')",558518
"('mk', 't')",1545
"('ci', 'mk', 't')",2335
"('ci', 'mk')",2619220
"('ci', 'mk', 'n')",1436455
"('ci', 'mi_idx', 'n', 't')",513
"('mi_idx', 't')",303
"('ci', 'mi_idx', 't')",669
"('ci', 'mi_idx')",1000868
"('ci', 'mi_idx', 'n')",501122
"('mi_idx', 'mk', 't')",4248
"('ci', 'mi_idx', 'mk', 't')",6873
"('mi_idx', 'mk')",10424626
"('ci', 'mi_idx', 'mk')",6806711
"('ci', 'mi_idx', 'mk', 'n')",3884477
"('ci', 'mi', 'mk', 'n', 't')",3378
"('ci', 'mi', 'n', 't')",37
"('mi', 't')",45
"('ci', 'mi', 't')",41
"('ci', 'mi')",40193
"('ci', 'mi', 'n')",20103
"('mi', 'mk', 't')",2044
"('ci', 'mi', 'mk', 't')",3398
"('mi', 'mk')",1017014
"('ci', 'mi', 'mk')",695376
"('ci', 'mi', 'mk', 'n')",439603
"('ci', 'mi', 'mi_idx', 'n', 't')",105
"('mi', 'mi_idx', 't')",102
"('ci', 'mi', 'mi_idx', 't')",108
"('mi', 'mi_idx')",119694
"('ci', 'mi', 'mi_idx')",67015
"('ci', 'mi', 'mi_idx', 'n')",36140
"('mi', 'mi_idx', 'mk', 't')",6072
"('ci', 'mi', 'mi_idx', 'mk', 't')",10134
"('mi', 'mi_idx', 'mk')",2936949
