aliases,cardinality
"('lt', 'ml')",2315
"('cc', 'lt', 'ml')",257
"('cc', 'cct2', 'lt', 'ml')",189
"('cc', 'cct1', 'cct2', 'lt', 'ml')",189
"('cc', 'cct1', 'cct2', 'lt', 'mc', 'ml')",794
"('cc', 'cct1', 'cct2', 'ct', 'lt', 'mc', 'ml')",705
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'lt', 'mc', 'ml')",273
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'lt', 'mc', 'ml', 't')",269
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'lt', 'mc', 'mi', 'ml', 't')",705
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",6483
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",477
"('ml', 't')",13627
"('mk', 'ml', 't')",170868
"('mi', 'mk', 'ml', 't')",11656
"('mc', 'mi', 'mk', 'ml', 't')",45377
"('lt', 'mc', 'mi', 'mk', 'ml', 't')",34572
"('k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1908
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1851
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",878
"('cc', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",648
"('cc', 'cct2', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",477
"('mk', 't')",2011296
"('mk', 'ml')",288192
"('mi', 'ml', 't')",1503
"('mi', 't')",53162
"('mi', 'ml')",3315
"('mi', 'mk', 't')",225826
"('mi', 'mk')",523310
"('mi', 'mk', 'ml')",42835
"('mc', 'mk', 'ml', 't')",437931
"('mc', 'ml', 't')",25214
"('mc', 't')",546306
"('mc', 'ml')",43026
"('mc', 'mk', 't')",3185481
"('mc', 'mk')",6719220
"('mc', 'mk', 'ml')",732182
"('mc', 'mi', 'ml', 't')",5252
"('mc', 'mi', 't')",59891
"('mc', 'mi')",144082
"('mc', 'mi', 'ml')",8557
"('mc', 'mi', 'mk', 't')",500764
"('mc', 'mi', 'mk')",1164058
"('mc', 'mi', 'mk', 'ml')",116327
"('lt', 'mi', 'mk', 'ml', 't')",6285
"('lt', 'mk', 'ml', 't')",12059
"('lt', 'ml', 't')",1332
"('lt', 'mk', 'ml')",17543
"('lt', 'mi', 'ml', 't')",1027
"('lt', 'mi', 'ml')",2226
"('lt', 'mi', 'mk', 'ml')",11346
"('lt', 'mc', 'mk', 'ml', 't')",40132
"('lt', 'mc', 'ml', 't')",3313
"('lt', 'mc', 'ml')",5069
"('lt', 'mc', 'mk', 'ml')",54010
"('lt', 'mc', 'mi', 'ml', 't')",4501
"('lt', 'mc', 'mi', 'ml')",6819
"('lt', 'mc', 'mi', 'mk', 'ml')",46226
"('k', 'mc', 'mi', 'mk', 'ml', 't')",1908
"('k', 'mi', 'mk', 'ml', 't')",327
"('k', 'mk', 'ml', 't')",199
"('k', 'mk', 't')",5541
"('k', 'mk')",10544
"('k', 'mk', 'ml')",251
"('k', 'mi', 'mk', 't')",881
"('k', 'mi', 'mk')",1272
"('k', 'mi', 'mk', 'ml')",420
"('k', 'mc', 'mk', 'ml', 't')",845
"('k', 'mc', 'mk', 't')",8138
"('k', 'mc', 'mk')",14331
"('k', 'mc', 'mk', 'ml')",1173
"('k', 'mc', 'mi', 'mk', 't')",1831
"('k', 'mc', 'mi', 'mk')",2560
"('k', 'mc', 'mi', 'mk', 'ml')",2595
"('k', 'lt', 'mi', 'mk', 'ml', 't')",327
"('k', 'lt', 'mk', 'ml', 't')",152
"('k', 'lt', 'mk', 'ml')",199
"('k', 'lt', 'mi', 'mk', 'ml')",420
"('k', 'lt', 'mc', 'mk', 'ml', 't')",705
"('k', 'lt', 'mc', 'mk', 'ml')",1021
"('k', 'lt', 'mc', 'mi', 'mk', 'ml')",2595
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",31910
"('ct', 'mc', 'mi', 'mk', 'ml', 't')",40288
"('ct', 'mc', 'mk', 'ml', 't')",330899
"('ct', 'mc', 'ml', 't')",19453
"('ct', 'mc', 't')",500448
"('ct', 'mc')",1193928
"('ct', 'mc', 'ml')",36283
"('ct', 'mc', 'mk', 't')",2693976
"('ct', 'mc', 'mk')",5975292
"('ct', 'mc', 'mk', 'ml')",610301
"('ct', 'mc', 'mi', 'ml', 't')",4670
"('ct', 'mc', 'mi', 't')",55577
"('ct', 'mc', 'mi')",137215
"('ct', 'mc', 'mi', 'ml')",7720
"('ct', 'mc', 'mi', 'mk', 't')",441460
"('ct', 'mc', 'mi', 'mk')",1064625
"('ct', 'mc', 'mi', 'mk', 'ml')",109449
"('ct', 'lt', 'mc', 'mk', 'ml', 't')",32130
"('ct', 'lt', 'mc', 'ml', 't')",2794
"('ct', 'lt', 'mc', 'ml')",4393
"('ct', 'lt', 'mc', 'mk', 'ml')",45210
"('ct', 'lt', 'mc', 'mi', 'ml', 't')",4058
"('ct', 'lt', 'mc', 'mi', 'ml')",6148
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml')",42560
"('ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",1851
"('ct', 'k', 'mc', 'mk', 'ml', 't')",742
"('ct', 'k', 'mc', 'mk', 't')",6646
"('ct', 'k', 'mc', 'mk')",11915
"('ct', 'k', 'mc', 'mk', 'ml')",1052
"('ct', 'k', 'mc', 'mi', 'mk', 't')",1591
"('ct', 'k', 'mc', 'mi', 'mk')",2264
"('ct', 'k', 'mc', 'mi', 'mk', 'ml')",2502
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",664
"('ct', 'k', 'lt', 'mc', 'mk', 'ml')",962
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",2502
"('cn', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",935
"('cn', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",15407
"('cn', 'mc', 'mi', 'mk', 'ml', 't')",17922
"('cn', 'mc', 'mk', 'ml', 't')",29192
"('cn', 'mc', 'ml', 't')",1860
"('cn', 'mc', 't')",95217
"('cn', 'mc')",240875
"('cn', 'mc', 'ml')",3079
"('cn', 'mc', 'mk', 't')",682359
"('cn', 'mc', 'mk')",1483541
"('cn', 'mc', 'mk', 'ml')",49014
"('cn', 'mc', 'mi', 'ml', 't')",1886
"('cn', 'mc', 'mi', 't')",18682
"('cn', 'mc', 'mi')",56307
"('cn', 'mc', 'mi', 'ml')",2892
"('cn', 'mc', 'mi', 'mk', 't')",170188
"('cn', 'mc', 'mi', 'mk')",414825
"('cn', 'mc', 'mi', 'mk', 'ml')",22152
"('cn', 'lt', 'mc', 'mk', 'ml', 't')",7580
"('cn', 'lt', 'mc', 'ml', 't')",746
"('cn', 'lt', 'mc', 'ml')",1200
"('cn', 'lt', 'mc', 'mk', 'ml')",9430
"('cn', 'lt', 'mc', 'mi', 'ml', 't')",1687
"('cn', 'lt', 'mc', 'mi', 'ml')",2647
"('cn', 'lt', 'mc', 'mi', 'mk', 'ml')",19532
"('cn', 'k', 'mc', 'mi', 'mk', 'ml', 't')",935
"('cn', 'k', 'mc', 'mk', 'ml', 't')",360
"('cn', 'k', 'mc', 'mk', 't')",1495
"('cn', 'k', 'mc', 'mk')",2802
"('cn', 'k', 'mc', 'mk', 'ml')",452
"('cn', 'k', 'mc', 'mi', 'mk', 't')",635
"('cn', 'k', 'mc', 'mi', 'mk')",852
"('cn', 'k', 'mc', 'mi', 'mk', 'ml')",1157
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",330
"('cn', 'k', 'lt', 'mc', 'mk', 'ml')",422
"('cn', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",1157
"('cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",14714
"('cn', 'ct', 'mc', 'mi', 'mk', 'ml', 't')",16358
"('cn', 'ct', 'mc', 'mk', 'ml', 't')",26096
"('cn', 'ct', 'mc', 'ml', 't')",1659
"('cn', 'ct', 'mc', 't')",86330
"('cn', 'ct', 'mc')",224256
"('cn', 'ct', 'mc', 'ml')",2801
"('cn', 'ct', 'mc', 'mk', 't')",590369
"('cn', 'ct', 'mc', 'mk')",1337515
"('cn', 'ct', 'mc', 'mk', 'ml')",40379
"('cn', 'ct', 'mc', 'mi', 'ml', 't')",1800
"('cn', 'ct', 'mc', 'mi', 't')",17594
"('cn', 'ct', 'mc', 'mi')",54387
"('cn', 'ct', 'mc', 'mi', 'ml')",2806
"('cn', 'ct', 'mc', 'mi', 'mk', 't')",154369
"('cn', 'ct', 'mc', 'mi', 'mk')",385667
"('cn', 'ct', 'mc', 'mi', 'mk', 'ml')",20588
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml', 't')",6863
"('cn', 'ct', 'lt', 'mc', 'ml', 't')",698
"('cn', 'ct', 'lt', 'mc', 'ml')",1152
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml')",8713
"('cn', 'ct', 'lt', 'mc', 'mi', 'ml', 't')",1622
"('cn', 'ct', 'lt', 'mc', 'mi', 'ml')",2582
"('cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml')",18839
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",878
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",330
"('cn', 'ct', 'k', 'mc', 'mk', 't')",1292
"('cn', 'ct', 'k', 'mc', 'mk')",2293
"('cn', 'ct', 'k', 'mc', 'mk', 'ml')",422
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 't')",564
"('cn', 'ct', 'k', 'mc', 'mi', 'mk')",774
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 'ml')",1100
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",310
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml')",402
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",1100
"('cc', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1562
"('cc', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1619
"('cc', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",20293
"('cc', 'mc', 'mi', 'mk', 'ml', 't')",23364
"('cc', 'mi', 'mk', 'ml', 't')",3100
"('cc', 'mk', 'ml', 't')",84230
"('cc', 'ml', 't')",3637
"('cc', 't')",76832
"('cc', 'ml')",4849
"('cc', 'mk', 't')",1239282
"('cc', 'mk')",2171367
"('cc', 'mk', 'ml')",101816
"('cc', 'mi', 'ml', 't')",328
"('cc', 'mi', 't')",9506
"('cc', 'mi')",17295
"('cc', 'mi', 'ml')",350
