aliases,cardinality
"('it', 'miidx')",459925
"('it', 'miidx', 't')",459925
"('it', 'kt', 'miidx', 't')",209880
"('it', 'kt', 'mc', 'miidx', 't')",773084
"('ct', 'it', 'kt', 'mc', 'miidx', 't')",302610
"('cn', 'ct', 'it', 'kt', 'mc', 'miidx', 't')",87293
"('cn', 'ct', 'it', 'kt', 'mc', 'mi', 'miidx', 't')",4316584
"('cn', 'ct', 'it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",670390
"('miidx', 't')",1380035
"('mi', 'miidx', 't')",20885030
"('mc', 'mi', 'miidx', 't')",177388547
"('kt', 'mc', 'mi', 'miidx', 't')",148621556
"('it2', 'kt', 'mc', 'mi', 'miidx', 't')",24740873
"('it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",8123586
"('ct', 'it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",1919495
"('mi', 't')",14835720
"('mi', 'miidx')",20885030
"('mc', 'miidx', 't')",4073078
"('mc', 't')",2609129
"('mc', 'miidx')",4073078
"('mc', 'mi', 't')",67371414
"('mc', 'mi')",67371414
"('mc', 'mi', 'miidx')",177388547
"('kt', 'mi', 'miidx', 't')",13638164
"('kt', 'miidx', 't')",629900
"('kt', 't')",662825
"('kt', 'mi', 't')",8301049
"('kt', 'mc', 'miidx', 't')",2327681
"('kt', 'mc', 't')",1307690
"('kt', 'mc', 'mi', 't')",53714510
"('it2', 'mc', 'mi', 'miidx', 't')",29157386
"('it2', 'mi', 'miidx', 't')",3367474
"('it2', 'mi', 't')",3036719
"('it2', 'mi')",3036719
"('it2', 'mi', 'miidx')",3367474
"('it2', 'mc', 'mi', 't')",10905021
"('it2', 'mc', 'mi')",10905021
"('it2', 'mc', 'mi', 'miidx')",29157386
"('it2', 'kt', 'mi', 'miidx', 't')",2184715
"('it2', 'kt', 'mi', 't')",1083597
"('it2', 'kt', 'mc', 'mi', 't')",8699319
"('it', 'kt', 'mc', 'mi', 'miidx', 't')",48395055
"('it', 'mc', 'mi', 'miidx', 't')",57984052
"('it', 'mi', 'miidx', 't')",6930334
"('it', 'mi', 'miidx')",6930334
"('it', 'mc', 'miidx', 't')",1354883
"('it', 'mc', 'miidx')",1354883
"('it', 'mc', 'mi', 'miidx')",57984052
"('it', 'kt', 'mi', 'miidx', 't')",4514712
"('it', 'it2', 'mc', 'mi', 'miidx', 't')",9595757
"('it', 'it2', 'mi', 'miidx', 't')",1118984
"('it', 'it2', 'mi', 'miidx')",1118984
"('it', 'it2', 'mc', 'mi', 'miidx')",9595757
"('it', 'it2', 'kt', 'mi', 'miidx', 't')",724731
"('ct', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",5792160
"('ct', 'kt', 'mc', 'mi', 'miidx', 't')",31047995
"('ct', 'mc', 'mi', 'miidx', 't')",42553106
"('ct', 'mc', 'miidx', 't')",1753403
"('ct', 'mc', 't')",1334883
"('ct', 'mc')",1334883
"('ct', 'mc', 'miidx')",1753403
"('ct', 'mc', 'mi', 't')",19468013
"('ct', 'mc', 'mi')",19468013
"('ct', 'mc', 'mi', 'miidx')",42553106
"('ct', 'kt', 'mc', 'miidx', 't')",908567
"('ct', 'kt', 'mc', 't')",640620
"('ct', 'kt', 'mc', 'mi', 't')",13398803
"('ct', 'it2', 'mc', 'mi', 'miidx', 't')",7548645
"('ct', 'it2', 'mc', 'mi', 't')",3243070
"('ct', 'it2', 'mc', 'mi')",3243070
"('ct', 'it2', 'mc', 'mi', 'miidx')",7548645
"('ct', 'it2', 'kt', 'mc', 'mi', 't')",2250196
"('ct', 'it', 'kt', 'mc', 'mi', 'miidx', 't')",10256570
"('ct', 'it', 'mc', 'mi', 'miidx', 't')",14091607
"('ct', 'it', 'mc', 'miidx', 't')",584222
"('ct', 'it', 'mc', 'miidx')",584222
"('ct', 'it', 'mc', 'mi', 'miidx')",14091607
"('ct', 'it', 'it2', 'mc', 'mi', 'miidx', 't')",2504990
"('ct', 'it', 'it2', 'mc', 'mi', 'miidx')",2504990
"('cn', 'it', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",2131169
"('cn', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",6486384
"('cn', 'kt', 'mc', 'mi', 'miidx', 't')",45333881
"('cn', 'mc', 'mi', 'miidx', 't')",60276938
"('cn', 'mc', 'miidx', 't')",1742698
"('cn', 'mc', 't')",1153798
"('cn', 'mc')",1153798
"('cn', 'mc', 'miidx')",1742698
"('cn', 'mc', 'mi', 't')",24420867
"('cn', 'mc', 'mi')",24420867
"('cn', 'mc', 'mi', 'miidx')",60276938
"('cn', 'kt', 'mc', 'miidx', 't')",798088
"('cn', 'kt', 'mc', 't')",486331
"('cn', 'kt', 'mc', 'mi', 't')",17253245
"('cn', 'it2', 'mc', 'mi', 'miidx', 't')",8622189
"('cn', 'it2', 'mc', 'mi', 't')",3437396
"('cn', 'it2', 'mc', 'mi')",3437396
"('cn', 'it2', 'mc', 'mi', 'miidx')",8622189
"('cn', 'it2', 'kt', 'mc', 'mi', 't')",2372747
"('cn', 'it', 'kt', 'mc', 'mi', 'miidx', 't')",14805283
"('cn', 'it', 'mc', 'mi', 'miidx', 't')",19786302
"('cn', 'it', 'mc', 'miidx', 't')",580109
"('cn', 'it', 'mc', 'miidx')",580109
"('cn', 'it', 'mc', 'mi', 'miidx')",19786302
"('cn', 'it', 'kt', 'mc', 'miidx', 't')",265239
"('cn', 'it', 'it2', 'mc', 'mi', 'miidx', 't')",2843104
"('cn', 'it', 'it2', 'mc', 'mi', 'miidx')",2843104
"('cn', 'ct', 'it2', 'kt', 'mc', 'mi', 'miidx', 't')",2029670
"('cn', 'ct', 'kt', 'mc', 'mi', 'miidx', 't')",13120708
"('cn', 'ct', 'mc', 'mi', 'miidx', 't')",20338636
"('cn', 'ct', 'mc', 'miidx', 't')",746064
"('cn', 'ct', 'mc', 't')",552328
"('cn', 'ct', 'mc')",552328
"('cn', 'ct', 'mc', 'miidx')",746064
"('cn', 'ct', 'mc', 'mi', 't')",9128700
"('cn', 'ct', 'mc', 'mi')",9128700
"('cn', 'ct', 'mc', 'mi', 'miidx')",20338636
"('cn', 'ct', 'kt', 'mc', 'miidx', 't')",262281
"('cn', 'ct', 'kt', 'mc', 't')",210302
"('cn', 'ct', 'kt', 'mc', 'mi', 't')",5621288
"('cn', 'ct', 'it2', 'mc', 'mi', 'miidx', 't')",3173906
"('cn', 'ct', 'it2', 'mc', 'mi', 't')",1355560
"('cn', 'ct', 'it2', 'mc', 'mi')",1355560
"('cn', 'ct', 'it2', 'mc', 'mi', 'miidx')",3173906
"('cn', 'ct', 'it2', 'kt', 'mc', 'mi', 't')",795840
"('cn', 'ct', 'it', 'mc', 'mi', 'miidx', 't')",6722560
"('cn', 'ct', 'it', 'mc', 'miidx', 't')",248554
"('cn', 'ct', 'it', 'mc', 'miidx')",248554
"('cn', 'ct', 'it', 'mc', 'mi', 'miidx')",6722560
"('cn', 'ct', 'it', 'it2', 'mc', 'mi', 'miidx', 't')",1051802
"('cn', 'ct', 'it', 'it2', 'mc', 'mi', 'miidx')",1051802
