aliases,cardinality
"('cc', 'cct1')",85941
"('cc', 'cct1', 'cct2')",85941
"('cc', 'cct1', 'cct2', 'mc')",106313
"('cc', 'cct1', 'cct2', 'ct', 'mc')",94842
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'mc')",20031
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'mc', 'mk')",541206
"('lt', 'ml')",2315
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'lt', 'mc', 'mk', 'ml')",3296
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml')",172
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",743
"('cc', 'cct1', 'cct2', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",743
"('ml', 't')",25079
"('mk', 'ml', 't')",278637
"('mi', 'mk', 'ml', 't')",331464
"('mc', 'mi', 'mk', 'ml', 't')",901771
"('lt', 'mc', 'mi', 'mk', 'ml', 't')",112221
"('k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",4602
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",4395
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1874
"('cc', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1028
"('cc', 'cct2', 'cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1028
"('mk', 't')",3682142
"('mk', 'ml')",288192
"('mi', 'ml', 't')",21433
"('mi', 't')",711762
"('mi', 'ml')",22843
"('mi', 'mk', 't')",3634138
"('mi', 'mk')",4394080
"('mi', 'mk', 'ml')",337428
"('mc', 'mk', 'ml', 't')",717798
"('mc', 'ml', 't')",40017
"('mc', 't')",942182
"('mc', 'ml')",43026
"('mc', 'mk', 't')",5828917
"('mc', 'mk')",6719220
"('mc', 'mk', 'ml')",732182
"('mc', 'mi', 'ml', 't')",46660
"('mc', 'mi', 't')",653723
"('mc', 'mi')",844453
"('mc', 'mi', 'ml')",48778
"('mc', 'mi', 'mk', 't')",6273840
"('mc', 'mi', 'mk')",7074469
"('mc', 'mi', 'mk', 'ml')",914469
"('lt', 'mi', 'mk', 'ml', 't')",29407
"('lt', 'mk', 'ml', 't')",17328
"('lt', 'ml', 't')",2248
"('lt', 'mk', 'ml')",17543
"('lt', 'mi', 'ml', 't')",3742
"('lt', 'mi', 'ml')",3865
"('lt', 'mi', 'mk', 'ml')",29846
"('lt', 'mc', 'mk', 'ml', 't')",53889
"('lt', 'mc', 'ml', 't')",5015
"('lt', 'mc', 'ml')",5069
"('lt', 'mc', 'mk', 'ml')",54010
"('lt', 'mc', 'mi', 'ml', 't')",11831
"('lt', 'mc', 'mi', 'ml')",11901
"('lt', 'mc', 'mi', 'mk', 'ml')",112346
"('k', 'mc', 'mi', 'mk', 'ml', 't')",4770
"('k', 'mi', 'mk', 'ml', 't')",805
"('k', 'mk', 'ml', 't')",251
"('k', 'mk', 't')",8370
"('k', 'mk')",10544
"('k', 'mk', 'ml')",251
"('k', 'mi', 'mk', 't')",7951
"('k', 'mi', 'mk')",9166
"('k', 'mi', 'mk', 'ml')",805
"('k', 'mc', 'mk', 'ml', 't')",1173
"('k', 'mc', 'mk', 't')",11307
"('k', 'mc', 'mk')",14331
"('k', 'mc', 'mk', 'ml')",1173
"('k', 'mc', 'mi', 'mk', 't')",11350
"('k', 'mc', 'mi', 'mk')",12788
"('k', 'mc', 'mi', 'mk', 'ml')",4770
"('k', 'lt', 'mi', 'mk', 'ml', 't')",746
"('k', 'lt', 'mk', 'ml', 't')",199
"('k', 'lt', 'mk', 'ml')",199
"('k', 'lt', 'mi', 'mk', 'ml')",746
"('k', 'lt', 'mc', 'mk', 'ml', 't')",1021
"('k', 'lt', 'mc', 'mk', 'ml')",1021
"('k', 'lt', 'mc', 'mi', 'mk', 'ml')",4602
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",99902
"('ct', 'mc', 'mi', 'mk', 'ml', 't')",734833
"('ct', 'mc', 'mk', 'ml', 't')",595917
"('ct', 'mc', 'ml', 't')",33274
"('ct', 'mc', 't')",883911
"('ct', 'mc')",1193928
"('ct', 'mc', 'ml')",36283
"('ct', 'mc', 'mk', 't')",5144891
"('ct', 'mc', 'mk')",5975292
"('ct', 'mc', 'mk', 'ml')",610301
"('ct', 'mc', 'mi', 'ml', 't')",38431
"('ct', 'mc', 'mi', 't')",607228
"('ct', 'mc', 'mi')",791081
"('ct', 'mc', 'mi', 'ml')",40549
"('ct', 'mc', 'mi', 'mk', 't')",5503454
"('ct', 'mc', 'mi', 'mk')",6257550
"('ct', 'mc', 'mi', 'mk', 'ml')",747531
"('ct', 'lt', 'mc', 'mk', 'ml', 't')",45089
"('ct', 'lt', 'mc', 'ml', 't')",4339
"('ct', 'lt', 'mc', 'ml')",4393
"('ct', 'lt', 'mc', 'mk', 'ml')",45210
"('ct', 'lt', 'mc', 'mi', 'ml', 't')",10567
"('ct', 'lt', 'mc', 'mi', 'ml')",10637
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml')",100027
"('ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",4501
"('ct', 'k', 'mc', 'mk', 'ml', 't')",1052
"('ct', 'k', 'mc', 'mk', 't')",9499
"('ct', 'k', 'mc', 'mk')",11915
"('ct', 'k', 'mc', 'mk', 'ml')",1052
"('ct', 'k', 'mc', 'mi', 'mk', 't')",9544
"('ct', 'k', 'mc', 'mi', 'mk')",10845
