aliases,cardinality
"('k', 'mk')",12951
"('k', 'mi_idx', 'mk')",14957
"('it', 'k', 'mi_idx', 'mk')",8092
"('it', 'k', 'mi_idx', 'mk', 't')",4700
"('mk', 't')",2742670
"('mi_idx', 'mk', 't')",3631792
"('k', 'mi_idx', 'mk', 't')",8826
"('mi_idx', 't')",571625
"('mi_idx', 'mk')",6172880
"('k', 'mk', 't')",7874
"('it', 'mi_idx', 'mk', 't')",2012691
"('it', 'mi_idx', 't')",294217
"('it', 'mi_idx')",448969
"('it', 'mi_idx', 'mk')",3435922
"('cct2', 'kt2')",28
"('cct2', 'kt2')",28
"('it', 'k')",30
"('it', 'k')",30
"('cct2', 'kt2')",28
"('it', 'k')",30
