aliases,cardinality
"('cn', 'mc')",278
"('at', 'cn', 'mc')",27
"('at', 'cn', 'ct', 'mc')",27
"('at', 'cn', 'ct', 'mc', 't')",26
"('at', 'cn', 'ct', 'mc', 'mi', 't')",3
"('at', 'cn', 'ct', 'it1', 'mc', 'mi', 't')",3
"('at', 'cn', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",37
"('mk', 't')",1128756
"('mi', 'mk', 't')",3771
"('mc', 'mi', 'mk', 't')",1394
"('k', 'mc', 'mi', 'mk', 't')",1394
"('it1', 'k', 'mc', 'mi', 'mk', 't')",1394
"('ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",1394
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",151
"('mi', 't')",1590
"('mi', 'mk')",4429
"('mc', 'mk', 't')",205731
"('mc', 't')",38544
"('mc', 'mk')",457967
"('mc', 'mi', 't')",619
"('mc', 'mi')",699
"('mc', 'mi', 'mk')",1602
"('k', 'mi', 'mk', 't')",3771
"('k', 'mk', 't')",1128756
"('k', 'mk')",4523930
"('k', 'mi', 'mk')",4429
"('k', 'mc', 'mk', 't')",205731
"('k', 'mc', 'mk')",457967
"('k', 'mc', 'mi', 'mk')",1602
"('it1', 'mc', 'mi', 'mk', 't')",1394
"('it1', 'mi', 'mk', 't')",3771
"('it1', 'mi', 't')",1590
"('it1', 'mi')",1771
"('it1', 'mi', 'mk')",4429
"('it1', 'mc', 'mi', 't')",619
"('it1', 'mc', 'mi')",699
"('it1', 'mc', 'mi', 'mk')",1602
"('it1', 'k', 'mi', 'mk', 't')",3771
"('it1', 'k', 'mi', 'mk')",4429
"('it1', 'k', 'mc', 'mi', 'mk')",1602
"('ct', 'k', 'mc', 'mi', 'mk', 't')",1394
"('ct', 'mc', 'mi', 'mk', 't')",1394
"('ct', 'mc', 'mk', 't')",205731
"('ct', 'mc', 't')",38544
"('ct', 'mc')",61664
"('ct', 'mc', 'mk')",457967
"('ct', 'mc', 'mi', 't')",619
"('ct', 'mc', 'mi')",699
"('ct', 'mc', 'mi', 'mk')",1602
"('ct', 'k', 'mc', 'mk', 't')",205731
"('ct', 'k', 'mc', 'mk')",457967
"('ct', 'k', 'mc', 'mi', 'mk')",1602
"('ct', 'it1', 'mc', 'mi', 'mk', 't')",1394
"('ct', 'it1', 'mc', 'mi', 't')",619
"('ct', 'it1', 'mc', 'mi')",699
"('ct', 'it1', 'mc', 'mi', 'mk')",1602
"('ct', 'it1', 'k', 'mc', 'mi', 'mk')",1602
"('cn', 'it1', 'k', 'mc', 'mi', 'mk', 't')",151
"('cn', 'k', 'mc', 'mi', 'mk', 't')",151
"('cn', 'mc', 'mi', 'mk', 't')",151
"('cn', 'mc', 'mk', 't')",431
"('cn', 'mc', 't')",254
"('cn', 'mc', 'mk')",498
"('cn', 'mc', 'mi', 't')",74
"('cn', 'mc', 'mi')",75
"('cn', 'mc', 'mi', 'mk')",151
"('cn', 'k', 'mc', 'mk', 't')",431
"('cn', 'k', 'mc', 'mk')",498
"('cn', 'k', 'mc', 'mi', 'mk')",151
"('cn', 'it1', 'mc', 'mi', 'mk', 't')",151
"('cn', 'it1', 'mc', 'mi', 't')",74
"('cn', 'it1', 'mc', 'mi')",75
"('cn', 'it1', 'mc', 'mi', 'mk')",151
"('cn', 'it1', 'k', 'mc', 'mi', 'mk')",151
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 't')",151
"('cn', 'ct', 'mc', 'mi', 'mk', 't')",151
"('cn', 'ct', 'mc', 'mk', 't')",431
"('cn', 'ct', 'mc', 't')",254
"('cn', 'ct', 'mc')",278
"('cn', 'ct', 'mc', 'mk')",498
"('cn', 'ct', 'mc', 'mi', 't')",74
"('cn', 'ct', 'mc', 'mi')",75
"('cn', 'ct', 'mc', 'mi', 'mk')",151
"('cn', 'ct', 'k', 'mc', 'mk', 't')",431
"('cn', 'ct', 'k', 'mc', 'mk')",498
"('cn', 'ct', 'k', 'mc', 'mi', 'mk')",151
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",151
"('cn', 'ct', 'it1', 'mc', 'mi', 't')",74
"('cn', 'ct', 'it1', 'mc', 'mi')",75
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk')",151
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk')",151
"('at', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",317
"('at', 'it1', 'k', 'mc', 'mi', 'mk', 't')",317
"('at', 'k', 'mc', 'mi', 'mk', 't')",317
"('at', 'mc', 'mi', 'mk', 't')",317
"('at', 'mi', 'mk', 't')",831
"('at', 'mk', 't')",966947
"('at', 't')",45153
"('at', 'mk')",6547234
"('at', 'mi', 't')",91
"('at', 'mi')",116
"('at', 'mi', 'mk')",1124
"('at', 'mc', 'mk', 't')",191663
"('at', 'mc', 't')",7108
"('at', 'mc')",20965
"('at', 'mc', 'mk')",686947
"('at', 'mc', 'mi', 't')",51
"('at', 'mc', 'mi')",76
"('at', 'mc', 'mi', 'mk')",526
"('at', 'k', 'mi', 'mk', 't')",831
"('at', 'k', 'mk', 't')",966947
"('at', 'k', 'mk')",6547234
"('at', 'k', 'mi', 'mk')",1124
"('at', 'k', 'mc', 'mk', 't')",191663
"('at', 'k', 'mc', 'mk')",686947
"('at', 'k', 'mc', 'mi', 'mk')",526
"('at', 'it1', 'mc', 'mi', 'mk', 't')",317
"('at', 'it1', 'mi', 'mk', 't')",831
"('at', 'it1', 'mi', 't')",91
"('at', 'it1', 'mi')",116
"('at', 'it1', 'mi', 'mk')",1124
"('at', 'it1', 'mc', 'mi', 't')",51
"('at', 'it1', 'mc', 'mi')",76
"('at', 'it1', 'mc', 'mi', 'mk')",526
"('at', 'it1', 'k', 'mi', 'mk', 't')",831
"('at', 'it1', 'k', 'mi', 'mk')",1124
"('at', 'it1', 'k', 'mc', 'mi', 'mk')",526
"('at', 'ct', 'k', 'mc', 'mi', 'mk', 't')",317
"('at', 'ct', 'mc', 'mi', 'mk', 't')",317
"('at', 'ct', 'mc', 'mk', 't')",191663
"('at', 'ct', 'mc', 't')",7108
"('at', 'ct', 'mc')",20965
"('at', 'ct', 'mc', 'mk')",686947
"('at', 'ct', 'mc', 'mi', 't')",51
"('at', 'ct', 'mc', 'mi')",76
"('at', 'ct', 'mc', 'mi', 'mk')",526
"('at', 'ct', 'k', 'mc', 'mk', 't')",191663
"('at', 'ct', 'k', 'mc', 'mk')",686947
"('at', 'ct', 'k', 'mc', 'mi', 'mk')",526
"('at', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",317
"('at', 'ct', 'it1', 'mc', 'mi', 't')",51
"('at', 'ct', 'it1', 'mc', 'mi')",76
"('at', 'ct', 'it1', 'mc', 'mi', 'mk')",526
"('at', 'ct', 'it1', 'k', 'mc', 'mi', 'mk')",526
"('at', 'cn', 'it1', 'k', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'k', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'mc', 'mk', 't')",292
"('at', 'cn', 'mc', 't')",26
"('at', 'cn', 'mc', 'mk')",292
"('at', 'cn', 'mc', 'mi', 't')",3
"('at', 'cn', 'mc', 'mi')",3
"('at', 'cn', 'mc', 'mi', 'mk')",37
"('at', 'cn', 'k', 'mc', 'mk', 't')",292
"('at', 'cn', 'k', 'mc', 'mk')",292
"('at', 'cn', 'k', 'mc', 'mi', 'mk')",37
"('at', 'cn', 'it1', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'it1', 'mc', 'mi', 't')",3
"('at', 'cn', 'it1', 'mc', 'mi')",3
"('at', 'cn', 'it1', 'mc', 'mi', 'mk')",37
"('at', 'cn', 'it1', 'k', 'mc', 'mi', 'mk')",37
"('at', 'cn', 'ct', 'k', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'ct', 'mc', 'mi', 'mk', 't')",37
"('at', 'cn', 'ct', 'mc', 'mk', 't')",292
"('at', 'cn', 'ct', 'mc', 'mk')",292
"('at', 'cn', 'ct', 'mc', 'mi')",3
"('at', 'cn', 'ct', 'mc', 'mi', 'mk')",37
"('at', 'cn', 'ct', 'k', 'mc', 'mk', 't')",292
"('at', 'cn', 'ct', 'k', 'mc', 'mk')",292
"('at', 'cn', 'ct', 'k', 'mc', 'mi', 'mk')",37
"('at', 'cn', 'ct', 'it1', 'mc', 'mi')",3
"('at', 'cn', 'ct', 'it1', 'mc', 'mi', 'mk')",37
