aliases,cardinality
"('cn', 'mc')",48328
"('cn', 'mc', 't')",48328
"('ci', 'cn', 'mc', 't')",19600
"('ci', 'cn', 'mc', 'rt', 't')",7438
"('an1', 'ci', 'cn', 'mc', 'rt', 't')",17379
"('an1', 'ci', 'cn', 'mc', 'n1', 'rt', 't')",62
"('ci', 't')",93095
"('ci', 'rt', 't')",34848
"('ci', 'n1', 'rt', 't')",394
"('ci', 'mc', 'n1', 'rt', 't')",39
"('ci', 'cn', 'mc', 'n1', 'rt', 't')",38
"('ci', 'rt')",34848
"('ci', 'n1', 't')",938
"('ci', 'n1')",938
"('ci', 'n1', 'rt')",394
"('ci', 'mc', 'rt', 't')",7532
"('mc', 't')",48897
"('ci', 'mc', 't')",19849
"('ci', 'mc')",19849
"('ci', 'mc', 'rt')",7532
"('ci', 'mc', 'n1', 't')",191
"('ci', 'mc', 'n1')",191
"('ci', 'mc', 'n1', 'rt')",39
"('ci', 'cn', 'mc')",19600
"('ci', 'cn', 'mc', 'rt')",7438
"('ci', 'cn', 'mc', 'n1', 't')",190
"('ci', 'cn', 'mc', 'n1')",190
"('ci', 'cn', 'mc', 'n1', 'rt')",38
"('an1', 'ci', 'mc', 'n1', 'rt', 't')",64
"('an1', 'ci', 'n1', 'rt', 't')",659
"('an1', 'ci', 'rt', 't')",75365
"('an1', 'ci', 't')",208704
"('an1', 'ci')",208704
"('an1', 'ci', 'mc', 'rt')",17538
"('an1', 'ci', 'mc', 'n1', 't')",660
"('an1', 'ci', 'mc', 'n1')",660
"('an1', 'ci', 'mc', 'n1', 'rt')",64
"('an1', 'ci', 'cn', 'mc', 't')",45554
"('an1', 'ci', 'cn', 'mc')",45554
"('an1', 'ci', 'cn', 'mc', 'rt')",17379
"('an1', 'ci', 'cn', 'mc', 'n1', 't')",658
"('an1', 'ci', 'cn', 'mc', 'n1')",658
"('an1', 'ci', 'cn', 'mc', 'n1', 'rt')",62
"('an1', 'ci', 'rt')",75365
"('an1', 'ci', 'n1', 't')",2575
"('an1', 'ci', 'n1')",2575
"('an1', 'n1')",4031
"('an1', 'ci', 'n1', 'rt')",659
"('an1', 'ci', 'mc', 'rt', 't')",17538
"('an1', 'ci', 'mc', 't')",46029
"('an1', 'ci', 'mc')",46029
