file_name,num_relations,planning_time,execution_time,cost_dp,cost_geqo
22b_cn_mc_mi_mi_idx_t.sql,5,-1,-1,106613.22,105823.32
9d_an_chn_ci_n_rt.sql,5,-1,-1,157029.18,157029.18
21c_ct_lt_mc_ml_t.sql,5,-1,-1,5848.89,5848.89
19d_chn_ci_mc_rt_t.sql,5,-1,-1,161071.52,161071.52
11c_ct_k_mc_mk_t.sql,5,-1,-1,6278.39,6278.39
9d_an_chn_ci_mc_t.sql,5,-1,-1,999099.19,874689.47
29b_cc_cct1_cct2_mi_mk.sql,5,-1,-1,81841.77,81841.77
30a_cc_cct2_ci_mi_mk.sql,5,-1,-1,323405.5,321944.4
11d_cn_ct_mc_mk_t.sql,5,-1,-1,393332.94,396700.34
18a_ci_it1_mi_mi_idx_t.sql,5,-1,-1,342069.71,342069.71
27a_cc_cct2_lt_mc_ml.sql,5,-1,-1,1495.93,1495.93
23c_cc_cct1_mi_mk_t.sql,5,-1,-1,86000.33,86000.33
12c_cn_ct_mc_mi_mi_idx.sql,5,-1,-1,166663.43,166663.53
19a_ci_cn_mc_mi_n.sql,5,-1,-1,121589.72,121589.72
31c_ci_cn_mc_mi_idx_mk.sql,5,-1,-1,11567.09,11398.16
31b_ci_it1_mi_mi_idx_n.sql,5,-1,-1,244533.31,244928.21
30c_cc_ci_it2_mi_idx_n.sql,5,-1,-1,22706.04,23521.55
4a.sql,5,-1,-1,16532.46,16532.46
19b_an_ci_mc_mi_t.sql,5,-1,-1,55654.82,55654.82
17b_ci_k_mc_mk_t.sql,5,-1,-1,3906.27,3906.27
27b_cc_cct1_lt_mk_ml.sql,5,-1,-1,4051.05,4051.05
12b_cn_ct_it1_mc_mi.sql,5,-1,-1,294448.59,294448.59
29c_ci_it_mi_rt_t.sql,5,-1,-1,250883.36,205064.53
22d_k_mc_mi_mi_idx_mk.sql,5,-1,-1,9102.99,9104.7
26c_cc_cct2_chn_ci_n.sql,5,-1,-1,394165.14,394165.59
1a.sql,5,-1,-1,19544.27,19544.27
28b_it2_k_mc_mi_idx_mk.sql,5,-1,-1,7492.89,7492.89
19a_ci_cn_mc_n_rt.sql,5,-1,-1,121582.54,121582.54
21c_k_lt_mc_mk_ml.sql,5,-1,-1,3822.48,3822.48
29b_chn_ci_k_mk_rt.sql,5,-1,-1,3859.73,3859.73
13d_it_kt_mi_miidx_t.sql,5,-1,-1,22510.8,22510.8
17a_ci_k_mk_n_t.sql,5,-1,-1,4106.78,4106.78
24b_chn_ci_it_mi_mk.sql,5,-1,-1,265638.42,265636.4
30a_cc_cct1_ci_mi_idx_n.sql,5,-1,-1,246659.42,277916.29
19d_an_chn_ci_n_rt.sql,5,-1,-1,157029.18,157029.18
29c_cc_cct1_ci_k_mk.sql,5,-1,-1,3842.37,3842.37
25c_it2_k_mi_idx_mk_t.sql,5,-1,-1,11237.63,11237.63
