episode,avg_rewards,loss,mrc,gmrc,smrc,mrt,gmrt,smrt,geqo_mrc,geqo_gmrc
0,1.072894396257743,20,25.59111804449769,3.8090955781757763,2.427874833107144,1.0,1.0,1.0,5.602367369005273,1.5271997945629003
20,0.7706148008585358,20,331.6495735806086,12.358136285820272,2.6547128628913974,1.0,1.0,1.0,29.730793838737394,1.8321734750038732
40,0.9128463021895277,20,302.15652186477143,8.360897625499145,10.418531248053128,1.0,1.0,1.0,39.02036460178623,1.6614617965082652
60,1.1236292229336597,20,119.08007091077539,4.992656300046077,1.626455119736338,1.0,1.0,1.0,2.2082343182359523,1.4565491094142624
80,1.044044878061495,20,445.1301789396697,7.2496912822930994,2.4461844104791286,1.0,1.0,1.0,151.34333315151775,2.498684458186784
100,0.863021392383521,20,116.53070564693648,13.959245542462616,4.829290656641258,1.0,1.0,1.0,35.75114983650137,2.373136504344327
120,1.0534874747869944,20,51.99969646896638,6.058224889802198,5.341759669224573,1.0,1.0,1.0,30.427620353377257,1.8635241918425605
140,0.960534796940802,20,323.3613254723782,5.326721740265342,8.388481392281879,1.0,1.0,1.0,4.166720916150544,1.7025036412032672
160,1.0447833890636593,20,112.23861316097623,8.395320469062424,1.276192991332605,1.0,1.0,1.0,1.9541119920270176,1.3743108641569324
180,1.0627140056492947,20,41.713593891994535,6.486264541807474,1.5259147691875186,1.0,1.0,1.0,39.35664958018326,1.9266907490188943
200,0.977203034675659,20,77.35962547918041,5.918163365347756,6.008161169212709,1.0,1.0,1.0,2.814383087618958,1.4778407621966008
220,1.224545733049245,20,27.252116642101942,3.143002819469198,1.5761497622999738,1.0,1.0,1.0,12.7387937993426,2.980565121434793
240,1.348289873553559,20,6.056955409776745,2.0148477715011808,1.1604129918124604,1.0,1.0,1.0,1.632448308318145,1.3207987512050154
260,1.2093565032815066,20,138.40918986964797,3.0571898148651906,4.004189045176109,1.0,1.0,1.0,2.0663393099273764,1.4995507844608336
280,1.20480468449325,20,17.36600815767124,3.163047055517674,1.210625245849193,1.0,1.0,1.0,1.3591466049677574,1.2401875437741332
300,0.9547453183470489,20,2607.027747201895,11.763255377716302,5.707104728650068,1.0,1.0,1.0,1.2292610504779993,1.1727742487947672
320,0.8962838728493377,20,43.921317601001995,10.07699117225472,3.1827275022094024,1.0,1.0,1.0,1.815587542550673,1.3854954675476139
340,1.0288275793385153,20,51.50266750013062,5.734898503293225,1.1257193984575726,1.0,1.0,1.0,1.834473675396141,1.510472122622269
360,1.1791094269002527,20,247.56407939918677,3.8119593052106038,3.9911350751197654,1.0,1.0,1.0,1.8138240375832875,1.5136320725471661
380,0.8962629480539757,20,364.5895417823287,11.109542307503375,22.69654698081264,1.0,1.0,1.0,5.733043645987816,1.7339185953496836
400,1.0699934136584663,20,57.54647444642967,5.056849054230625,3.6598670539522007,1.0,1.0,1.0,1.189858633716942,1.1304074370358208
420,0.9213412605914755,20,28472.4036295364,13.78519633187657,1.6582462155707005,1.0,1.0,1.0,178.96376216465234,1.9709430891729616
440,1.088188588938303,20,60.952195403185634,3.8017332481918094,2.0177282459696118,1.0,1.0,1.0,833.5348524049081,2.6129921758616432
460,1.0064292290660855,20,4791.4695691469415,15.043862876194934,8.89386300038082,1.0,1.0,1.0,824.934667732208,2.1459454772477087
480,1.046692423070497,20,128.33029484218994,5.020362127562188,4.4534897563860225,1.0,1.0,1.0,114.70522589089894,2.3325642213803564
500,1.2248763112447703,20,33.77889689396859,3.361293871477753,1.9498636188704797,1.0,1.0,1.0,4.404912465021495,1.6994161584550642
520,1.0171428742251547,20,2051.424695302369,7.364534523241146,3.237689013924552,1.0,1.0,1.0,1.9788716045355055,1.4193856082130407
540,1.1906834900640806,20,47.29832868277097,5.081782304699885,1.3898225132534412,1.0,1.0,1.0,2.5207575048249935,1.4601933133113356
560,1.0828056824591643,20,2389.017993786684,8.309465327742961,2.9088865095112397,1.0,1.0,1.0,290.0441696479853,2.483665069285802
580,0.9932059059024517,20,448.17652077924413,8.20048656054666,3.513312130087458,1.0,1.0,1.0,44.08836077529657,2.5225083401719566
600,1.1097305365578722,20,98.85918600328372,4.423870607602887,2.2788496357545753,1.0,1.0,1.0,2.184740564320699,1.3530708672027916
620,0.9691973147338308,20,4810.942149043085,12.089408027403607,27.62502783064264,1.0,1.0,1.0,39.94356661841236,3.1340996638954643
640,0.8533386623979877,20,2456.1142199696988,26.35904807593462,10.007089446270944,1.0,1.0,1.0,3.514532288753626,1.5132406667525642
660,0.9917631471857316,20,81.40728128502639,5.877280948857651,2.448029103383679,1.0,1.0,1.0,1.5005279787226204,1.2022661656053828
680,0.8557837680993485,20,77.68153875115954,11.721793829517704,8.789796583090155,1.0,1.0,1.0,8.047717926667117,1.9305871164616382
700,1.1335373708118528,20,154.5971829634857,5.65688287076275,3.0082170569561963,1.0,1.0,1.0,3.386777033825947,1.6580614632428685
720,1.1413330918775038,20,1705.937501560097,5.276356028836942,1.9886296808440975,1.0,1.0,1.0,1.9299850100076146,1.4129711151627093
740,1.172528748930524,20,16.97669192498007,3.924158488174213,2.34000701097267,1.0,1.0,1.0,3.4808378643823827,1.8109662609213804
760,0.9208005762429826,20,213.55725783815268,10.923002517621985,52.01464164082924,1.0,1.0,1.0,38.93895800824028,1.5540448045733042
780,0.9643062054956004,20,159.28067150598378,9.148223082971281,5.490709901291713,1.0,1.0,1.0,27.499326293872723,1.7652039655454286
800,0.8532090570357264,20,115.69801524019825,8.800996670493413,1.5625807320354166,1.0,1.0,1.0,825.6378329024252,2.2808247032583835
820,1.137584867189878,20,105.95588248891242,5.547320128209024,8.499469657272119,1.0,1.0,1.0,14.311994403877486,2.738258641545542
