episode,avg_rewards,loss,mrc,gmrc,smrc,mrt,gmrt,smrt,geqo_mrc,geqo_gmrc
0,0.9297839673007179,20,34.452265761581685,8.147684973828007,2.1330985797348667,1.0,1.0,1.0,5.016819698245039,1.6990043521471565
20,0.9997842350668662,20,43.96987796327267,5.940902396358059,5.096597124036231,1.0,1.0,1.0,1.6994393569931592,1.41837894819524
40,1.0056586817773951,20,138.96521786776236,6.749077095044005,30.78368739765135,1.0,1.0,1.0,1.7359994653701734,1.3396767961334324
60,0.778668205676248,20,58.77429475807992,10.89588982157991,5.054374674199782,1.0,1.0,1.0,2.228780474433509,1.5326262777035213
80,1.1069085088668307,20,2101.2534165015954,6.782805893810258,5.543271542950739,1.0,1.0,1.0,1.7669011562628518,1.2278028689306644
100,0.9186930637486862,20,8254.485124605004,10.775069135715261,13.488765557795446,1.0,1.0,1.0,178.77562129435955,2.2431083999730053
120,1.0734530914457023,20,15.073468413987916,4.314991108601585,2.4816935513333145,1.0,1.0,1.0,1.2724839935595815,1.1924531966702534
140,1.03968842658519,20,756.1393853388829,5.591602067360483,3.4601435667295344,1.0,1.0,1.0,39.02830204113193,1.6732931029730105
160,0.9542592766180731,20,5559.400160752271,8.611371035289181,4.606722536552734,1.0,1.0,1.0,5.729507130782771,1.724266955537634
180,1.1786283736659517,20,44.684360149068674,3.663408704801482,3.780861713866014,1.0,1.0,1.0,8.94652427708898,2.260548531408533
200,1.0359152659879476,20,2233.8140397514385,11.720395690695595,3.0066637788431256,1.0,1.0,1.0,1.7735087381650338,1.401700155956903
220,0.8767253092375714,20,203.5445879124849,9.023435201390749,2.95492215422329,1.0,1.0,1.0,5.6303060025729526,1.696608245655247
240,0.9287649364808297,20,290.6128841277772,10.017734731140882,2.431640391346163,1.0,1.0,1.0,207.13937094182475,2.908461986404886
260,1.1199888068654957,20,59.28366800936227,4.640214894502291,22.53442901199172,1.0,1.0,1.0,4.395835834299388,1.6813936120740436
280,0.94809013325021,20,17.069069964426653,4.449438773691144,2.874859073983869,1.0,1.0,1.0,2.629040774829977,1.4592737142263061
300,0.7920991904431232,20,1507.5038676036363,14.929301600246987,5.352345716385823,1.0,1.0,1.0,6.832569308555679,1.7571338202916889
320,1.1067574380342138,20,19.227026909829544,4.068809940308954,4.405093078061059,1.0,1.0,1.0,11.498736336532279,1.9363516818219657
340,0.9043661487312165,20,1610.739884517186,18.53050292710091,1.9458729244435367,1.0,1.0,1.0,3.8241227208331288,1.483982232794375
360,1.2039385576100674,20,1950.9444701903042,6.05914114491622,2.789399638600088,1.0,1.0,1.0,1.4027052870192178,1.2576381563891568
380,0.9210755005916094,20,696.0301818677924,11.70430352861199,2.8923807657372755,1.0,1.0,1.0,10.893980286857078,2.1040760192077905
400,0.8650314065394331,20,96.7799131550954,11.964894101220588,13.683692864606257,1.0,1.0,1.0,4.84012015269891,1.6682496466463428
420,0.9941177794771138,20,4527.5064939079975,15.090080091703628,24.759570115046397,1.0,1.0,1.0,1.6882603739810698,1.4455975335744315
440,1.0538834127009173,20,1086.5250517270892,8.73358453477177,2.5352774267203007,1.0,1.0,1.0,1.2954937936699462,1.1996252759551183
460,0.9127874145269439,20,20.196737228179007,5.529331225299379,2.7498943608484425,1.0,1.0,1.0,6.494213067905356,1.9229468189138776
480,1.1984952339719952,20,164.96748326073026,3.062372296239864,2.767365394740397,1.0,1.0,1.0,2.958583339740474,1.5266426751800641
500,1.1242711217595178,20,164.8722914555634,4.551722944739182,2.336784638621236,1.0,1.0,1.0,1.4700308424881041,1.3117869079122189
520,1.1187497854475592,20,70.83358847296205,4.4445451777184255,14.058552764151395,1.0,1.0,1.0,6.680702835361681,1.8619783235416538
540,1.0935412688140578,20,38.44791240943261,5.378971194725375,2.9317437897465966,1.0,1.0,1.0,27.585333267417546,1.9572888020978683
560,1.128389031374177,20,205.5440721091767,4.48048327533388,2.820110593401714,1.0,1.0,1.0,178.22142959317955,1.9251486722921463
580,0.992926630807698,20,82.30742700151924,8.339408573422881,27.547949926115226,1.0,1.0,1.0,1.3819492321090299,1.2534522163234694
600,0.9721285929294755,20,29.38071207693094,5.919051225689951,3.2788564461396272,1.0,1.0,1.0,2.723333965982145,1.3643430447425924
620,0.9717557927207224,20,43.02454441573943,6.53084056856705,5.080079876821015,1.0,1.0,1.0,5.111258728272385,1.7134509246715572
640,0.8718079604898108,20,62.323994929168194,6.6412600846430605,4.273459539279833,1.0,1.0,1.0,1.6155291513373118,1.2509340103309161
660,1.0434229443923215,20,1909.0056413548907,12.269931812273162,32.5989480818027,1.0,1.0,1.0,1.386859943674858,1.217573727127518
680,1.18618823884615,20,14.372234362217153,3.4422282614853343,1.9367043189090245,1.0,1.0,1.0,11.128928328303834,1.9816587472161669
700,0.9788158778219291,20,89.24673659795567,8.176025576913151,2.383916390732388,1.0,1.0,1.0,38.83535158317298,1.4840785017570037
720,1.2807429864456439,20,946.0636802402238,4.202955677018551,3.346875131423382,1.0,1.0,1.0,177.27745748618239,3.971282211139076
740,0.8305419155178179,20,496.3069415478205,13.47756940466193,2.0519212374143385,1.0,1.0,1.0,39.182141397982235,1.7592968909086912
760,0.9804298778332237,20,27.38450996788604,4.096516764825044,21.348158531453727,1.0,1.0,1.0,2.566077203177345,1.6266619941868847
780,0.7270452686676974,20,1038.8128387420115,10.67014141954245,7.4244811032599065,1.0,1.0,1.0,1.527778879324631,1.307795030665316
800,0.9576919718553866,20,232.7225456170353,8.45712948918803,3.1324397128941865,1.0,1.0,1.0,26.9625280631145,1.9240031973432388
820,1.0877247697755028,20,84.00878211605749,5.162406322319022,1.6986091458180574,1.0,1.0,1.0,1.4359341198365203,1.307947032203732
840,1.0077802187731024,20,8.682270521197676,3.8411941627985464,4.314949506798367,1.0,1.0,1.0,4.071059488716662,1.4647332083556484
860,1.1957577151164824,20,161.3575662179533,4.015692312400894,2.7267821211760745,1.0,1.0,1.0,113.77285807866215,2.0823302759894484
880,1.1568113516221954,20,61.34889056764566,5.417654410633066,10.620994899968037,1.0,1.0,1.0,17.325394206295265,3.8244452477545026
900,0.9864437467107804,20,381.8184280544493,16.792672171525336,9.212894212427138,1.0,1.0,1.0,4.442551017829652,1.6049200850542586
920,1.0926910450145908,20,72.61483763018084,4.673287470820247,1.6234677771072394,1.0,1.0,1.0,26.485761341486285,1.761250091080561
940,0.8016201040900542,20,622.7946920259907,23.655296517457227,4.225114929385524,1.0,1.0,1.0,178.28575704619286,2.056901998581116
960,1.1112995038759996,20,2463.41835338126,8.940308141625415,7.848103251688315,1.0,1.0,1.0,2.3171529567339397,1.4110571189940664
980,1.0696163209912657,20,28.313338435193657,4.312553575989255,5.998435532866606,1.0,1.0,1.0,10.21244749441389,1.5843315233423294
1000,1.110628346443644,20,1422.2535679094158,8.183594398741405,4.427537272159194,1.0,1.0,1.0,2.7742965839669123,1.487772379367658
