aliases,cardinality
"('ci', 'rt')",74804
"('ci', 'rt', 't')",40966
"('chn', 'ci', 'rt', 't')",20013
"('chn', 'ci', 'n', 'rt', 't')",4473
"('chn', 'ci', 'mi', 'n', 'rt', 't')",26247
"('chn', 'ci', 'it', 'mi', 'n', 'rt', 't')",232
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",239
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",85
"('ci', 'rt')",74804
"('ci', 'rt', 't')",40966
"('chn', 'ci', 'rt', 't')",20013
"('chn', 'ci', 'n', 'rt', 't')",4473
"('chn', 'ci', 'mi', 'n', 'rt', 't')",26247
"('chn', 'ci', 'it', 'mi', 'n', 'rt', 't')",232
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",239
"('chn', 'ci', 'mi', 'n', 'rt', 't')",26247
"('chn', 'ci', 'it', 'mi', 'n', 'rt', 't')",232
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",18
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",85
"('chn', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",239
"('chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",85
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",18
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",18
"('ci', 'n', 'rt', 't')",9156
"('an', 'ci', 'n', 'rt', 't')",1980
"('an', 'ci', 'mc', 'n', 'rt', 't')",2043
"('an', 'ci', 'mc', 'mi', 'n', 'rt', 't')",11988
"('an', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",106
"('ci', 'n', 'rt', 't')",9156
"('an', 'ci', 'n', 'rt', 't')",1980
"('an', 'ci', 'mc', 'n', 'rt', 't')",2043
"('an', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",38
"('an', 'ci', 'mc', 'mi', 'n', 'rt', 't')",11988
"('an', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",106
"('ci', 'n', 'rt', 't')",9156
"('an', 'ci', 'n', 'rt', 't')",1980
"('an', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",38
"('an', 'ci', 'mc', 'n', 'rt', 't')",2043
"('an', 'ci', 'mc', 'mi', 'n', 'rt', 't')",11988
"('an', 'ci', 'it', 'mc', 'mi', 'n', 'rt', 't')",106
"('an', 'ci', 'cn', 'it', 'mc', 'mi', 'n', 'rt', 't')",38
