aliases,cardinality
"('k', 'mk')",34
"('k', 'mk', 't')",34
"('k', 'mc', 'mk', 't')",35
"('cn', 'k', 'mc', 'mk', 't')",13
"('ci', 'cn', 'k', 'mc', 'mk', 't')",186
"('k', 'mk')",34
"('k', 'mk', 't')",34
"('k', 'mc', 'mk', 't')",35
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",15
"('cn', 'k', 'mc', 'mk', 't')",13
"('k', 'mk')",34
"('k', 'mk', 't')",34
"('ci', 'cn', 'k', 'mc', 'mk', 't')",186
"('k', 'mc', 'mk', 't')",35
"('cn', 'k', 'mc', 'mk', 't')",13
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",15
"('ci', 'cn', 'k', 'mc', 'mk', 't')",186
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",15
