aliases,cardinality
"('cc', 'ci')",125447
"('cc', 'ci')",125447
"('cc', 'ci')",125447
"('cc', 'ci')",125447
"('cc', 'ci', 'mi')",40161
"('cc', 'ci', 'mi')",40161
"('cc', 'ci', 'mi')",40161
"('cc', 'ci', 'mi')",40161
"('cc', 'ci', 'mi', 'mk')",1045987
"('cc', 'ci', 'mi', 'mk')",1045987
"('cc', 'ci', 'mi', 'mk')",1045987
"('cc', 'ci', 'mi', 'mk')",1045987
"('cc', 'ci')",125447
"('cc', 'ci', 'mi')",40161
"('cc', 'ci', 'mi', 'mk')",1045987
"('cc', 'ci')",125447
"('cc', 'ci', 'mi')",40161
"('cc', 'ci', 'mi', 'mk')",1045987
