aliases,cardinality
"('lt', 'ml')",1666
"('lt', 'ml')",1666
"('lt', 'mi', 'ml')",9154
"('lt', 'mi', 'ml')",9154
"('lt', 'ml')",1666
"('lt', 'mi', 'mk', 'ml')",418641
"('lt', 'mi', 'mk', 'ml')",418641
"('lt', 'mi', 'ml')",9154
"('lt', 'mi', 'mk', 'ml')",418641
"('lt', 'ml')",1666
"('lt', 'mi', 'ml')",9154
"('lt', 'mi', 'mk', 'ml')",418641
"('lt', 'ml')",1666
"('lt', 'mi', 'ml')",9154
"('lt', 'ml')",1666
"('lt', 'mi', 'mk', 'ml')",418641
"('lt', 'mi', 'ml')",9154
"('lt', 'mi', 'mk', 'ml')",418641
