aliases,cardinality
"('cc', 'ci')",166306
"('cc', 'ci', 'n')",69943
"('cc', 'ci')",166306
"('cc', 'ci')",166306
"('cc', 'ci', 'mi_idx', 'n')",99857
"('cc', 'ci', 'n')",69943
"('cc', 'ci', 'n')",69943
"('cc', 'ci')",166306
"('cc', 'ci', 'mi_idx', 'n')",99857
"('cc', 'ci', 'mi_idx', 'n')",99857
"('cc', 'ci', 'n')",69943
"('cc', 'ci', 'mi_idx', 'n')",99857
"('cc', 'ci')",166306
"('cc', 'ci', 'n')",69943
"('cc', 'ci', 'mi_idx', 'n')",99857
"('cc', 'ci')",166306
"('cc', 'ci', 'n')",69943
"('cc', 'ci', 'mi_idx', 'n')",99857
