aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci', 'mi')",10040
"('cc', 'cct1', 'ci', 'mi')",10040
"('cc', 'cct1', 'ci', 'mi')",10040
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci', 'mi')",10040
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci', 'mi')",10040
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci', 'mi')",10040
