aliases,cardinality
"('cc', 'mi')",60766
"('cc', 'ci', 'mi')",74810
"('cc', 'ci', 'mi', 'mk')",1948425
"('cc', 'mi')",60766
"('cc', 'ci', 'mi')",74810
"('cc', 'mi')",60766
"('cc', 'ci', 'mi')",74810
"('cc', 'ci', 'mi', 'mk')",1948425
"('cc', 'ci', 'mi', 'mk')",1948425
"('cc', 'mi')",60766
"('cc', 'ci', 'mi')",74810
"('cc', 'ci', 'mi', 'mk')",1948425
"('cc', 'mi')",60766
"('cc', 'ci', 'mi')",74810
"('cc', 'mi')",60766
"('cc', 'ci', 'mi', 'mk')",1948425
"('cc', 'ci', 'mi')",74810
"('cc', 'ci', 'mi', 'mk')",1948425
