aliases,cardinality
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'cct2', 'it2', 'mi_idx')",902
"('it2', 'mi_idx')",11909
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'cct2', 'it2', 'mi_idx')",902
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'cct2', 'it2', 'mi_idx')",902
"('cc', 'cct2', 'it2', 'mi_idx')",902
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'cct2', 'it2', 'mi_idx')",902
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'cct2', 'it2', 'mi_idx')",902
