aliases,cardinality
"('it2', 'mi_idx')",11909
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'it2', 'mi_idx', 'mk')",36644
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'it2', 'mi_idx', 'mk')",36644
"('cc', 'it2', 'mi_idx', 'mk')",36644
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'it2', 'mi_idx', 'mk')",36644
"('it2', 'mi_idx')",11909
"('cc', 'it2', 'mi_idx')",3610
"('cc', 'it2', 'mi_idx', 'mk')",36644
