aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",41577
"('cc', 'cct1', 'ci')",41577
"('cc', 'cct1', 'ci')",41577
"('cc', 'cct1', 'ci', 'mi')",8232
"('cc', 'cct1', 'ci', 'mi')",8232
"('cc', 'cct1', 'ci', 'mi')",8232
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",41577
"('cc', 'cct1', 'ci', 'mi')",8232
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",41577
"('cc', 'cct1', 'ci', 'mi')",8232
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",41577
"('cc', 'cct1', 'ci', 'mi')",8232
