aliases,cardinality
"('lt', 'ml')",1666
"('lt', 'mc', 'ml')",4338
"('lt', 'ml')",1666
"('lt', 'ml')",1666
"('lt', 'mc', 'ml')",4338
"('lt', 'mc', 'mi', 'ml')",23835
"('lt', 'mc', 'ml')",4338
"('lt', 'mc', 'mi', 'ml')",23835
"('lt', 'mc', 'mi', 'ml')",23835
"('lt', 'ml')",1666
"('lt', 'mc', 'ml')",4338
"('lt', 'mc', 'mi', 'ml')",23835
"('lt', 'ml')",1666
"('lt', 'mc', 'ml')",4338
"('lt', 'ml')",1666
"('lt', 'mc', 'ml')",4338
"('lt', 'mc', 'mi', 'ml')",23835
"('lt', 'mc', 'mi', 'ml')",23835
