aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1', 'mc')",87907
"('cc', 'cct1')",33772
"('cc', 'cct1', 'mc', 'mk')",4022207
"('cc', 'cct1')",33772
"('cc', 'cct1', 'mc')",87907
"('cc', 'cct1')",33772
"('cc', 'cct1', 'mc')",87907
"('cc', 'cct1', 'mc', 'mk')",4022207
"('cc', 'cct1', 'mc')",87907
"('cc', 'cct1', 'mc', 'mk')",4022207
"('cc', 'cct1', 'mc', 'mk')",4022207
"('cc', 'cct1')",33772
"('cc', 'cct1', 'mc')",87907
"('cc', 'cct1', 'mc', 'mk')",4022207
"('cc', 'cct1')",33772
"('cc', 'cct1', 'mc')",87907
"('cc', 'cct1', 'mc', 'mk')",4022207
