aliases,cardinality
"('cc', 'ci')",166306
"('cc', 'ci', 'mi')",32927
"('cc', 'ci')",166306
"('cc', 'ci')",166306
"('cc', 'ci', 'mi')",32927
"('cc', 'ci', 'mi')",32927
"('cc', 'ci', 'mi', 'n')",13848
"('cc', 'ci', 'mi', 'n')",13848
"('cc', 'ci')",166306
"('cc', 'ci', 'mi', 'n')",13848
"('cc', 'ci', 'mi')",32927
"('cc', 'ci', 'mi', 'n')",13848
"('cc', 'ci')",166306
"('cc', 'ci')",166306
"('cc', 'ci', 'mi')",32927
"('cc', 'ci', 'mi')",32927
"('cc', 'ci', 'mi', 'n')",13848
"('cc', 'ci', 'mi', 'n')",13848
