aliases,cardinality
"('k', 'mk')",135
"('k', 'mi', 'mk')",553
"('k', 'mi', 'mi_idx', 'mk')",1670
"('k', 'mk')",135
"('k', 'mk')",135
"('k', 'mi', 'mk')",553
"('k', 'mi', 'mk')",553
"('k', 'mi', 'mi_idx', 'mk')",1670
"('k', 'mi', 'mi_idx', 'mk')",1670
"('k', 'mk')",135
"('k', 'mi', 'mk')",553
"('k', 'mi', 'mi_idx', 'mk')",1670
"('k', 'mk')",135
"('k', 'mi', 'mk')",553
"('k', 'mk')",135
"('k', 'mi', 'mi_idx', 'mk')",1670
"('k', 'mi', 'mk')",553
"('k', 'mi', 'mi_idx', 'mk')",1670
