aliases,cardinality
"('mc', 't')",78740
"('mc', 't')",78740
"('mc', 'mi', 't')",22171
"('mc', 'mi', 't')",22171
"('mc', 'mi', 'mk', 't')",39671
"('mc', 'mi', 'mk', 't')",39671
"('mc', 't')",78740
"('mc', 'mi', 't')",22171
"('mc', 't')",78740
"('mc', 'mi', 'mk', 't')",39671
"('mc', 'mi', 't')",22171
"('mc', 'mi', 'mk', 't')",39671
"('mc', 't')",78740
"('mc', 'mi', 't')",22171
"('mc', 'mi', 'mk', 't')",39671
"('mc', 't')",78740
"('mc', 'mi', 't')",22171
"('mc', 'mi', 'mk', 't')",39671
