aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2', 'mi')",15042
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mi')",15042
"('cc', 'cct1', 'cct2', 'mi')",15042
"('cc', 'cct1', 'cct2', 'mi')",15042
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mi')",15042
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mi')",15042
