aliases,cardinality
"('ct', 'mc')",42974
"('ct', 'mc', 't')",29766
"('ct', 'mc')",42974
"('ct', 'mc')",42974
"('ct', 'mc', 'mi', 't')",8381
"('ct', 'mc', 't')",29766
"('ct', 'mc')",42974
"('ct', 'mc', 't')",29766
"('ct', 'mc', 'mi', 't')",8381
"('ct', 'mc', 't')",29766
"('ct', 'mc', 'mi', 't')",8381
"('ct', 'mc', 'mi', 't')",8381
"('ct', 'mc')",42974
"('ct', 'mc', 't')",29766
"('ct', 'mc')",42974
"('ct', 'mc', 'mi', 't')",8381
"('ct', 'mc', 't')",29766
"('ct', 'mc', 'mi', 't')",8381
