aliases,cardinality
"('cc', 'ci')",121564
"('cc', 'ci')",121564
"('cc', 'ci')",121564
"('cc', 'ci', 'pi')",3045992
"('cc', 'ci', 'pi')",3045992
"('cc', 'ci', 'pi')",3045992
"('cc', 'ci', 'mk', 'pi')",14255666
"('cc', 'ci', 'mk', 'pi')",14255666
"('cc', 'ci', 'mk', 'pi')",14255666
"('cc', 'ci')",121564
"('cc', 'ci', 'pi')",3045992
"('cc', 'ci', 'mk', 'pi')",14255666
"('cc', 'ci')",121564
"('cc', 'ci', 'pi')",3045992
"('cc', 'ci', 'mk', 'pi')",14255666
"('cc', 'ci', 'pi')",3045992
"('cc', 'ci', 'mk', 'pi')",14255666
