aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 't')",18495
"('cc', 'cct1', 't')",18495
"('cc', 'cct1', 't')",18495
"('cc', 'cct1', 'mi', 't')",2
"('cc', 'cct1', 'mi', 't')",2
"('cc', 'cct1', 'mi', 't')",2
"('cc', 'cct1')",33772
"('cc', 'cct1', 't')",18495
"('cc', 'cct1', 'mi', 't')",2
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 't')",18495
"('cc', 'cct1', 'mi', 't')",2
"('cc', 'cct1', 't')",18495
"('cc', 'cct1', 'mi', 't')",2
