aliases,cardinality
"('it2', 'mi_idx')",10478
"('it2', 'mc', 'mi_idx')",3100
"('it2', 'mi_idx')",10478
"('it2', 'mc', 'mi_idx')",3100
"('ct', 'it2', 'mc', 'mi_idx')",3100
"('ct', 'it2', 'mc', 'mi_idx')",3100
"('it2', 'mi_idx')",10478
"('it2', 'mc', 'mi_idx')",3100
"('it2', 'mi_idx')",10478
"('it2', 'mc', 'mi_idx')",3100
"('ct', 'it2', 'mc', 'mi_idx')",3100
"('it2', 'mi_idx')",10478
"('ct', 'it2', 'mc', 'mi_idx')",3100
"('it2', 'mc', 'mi_idx')",3100
"('ct', 'it2', 'mc', 'mi_idx')",3100
