aliases,cardinality
"('it2', 'mi_idx')",12213
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'it2', 'mi_idx', 't')",3702
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'it2', 'mi_idx', 't')",3702
"('cc', 'it2', 'mi_idx', 't')",3702
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'it2', 'mi_idx', 't')",3702
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'it2', 'mi_idx', 't')",3702
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'it2', 'mi_idx', 't')",3702
