aliases,cardinality
"('it', 'mi_idx')",56
"('it', 'mi_idx')",56
"('it', 'mi_idx')",56
"('it', 'mi_idx', 'mk')",568
"('it', 'mi_idx', 'mk')",568
"('it', 'mi_idx', 'mk')",568
"('it', 'mi_idx')",56
"('it', 'k', 'mi_idx', 'mk')",1
"('it', 'k', 'mi_idx', 'mk')",1
"('it', 'mi_idx', 'mk')",568
"('it', 'k', 'mi_idx', 'mk')",1
"('it', 'k', 'mi_idx', 'mk')",1
"('it', 'mi_idx')",56
"('it', 'mi_idx', 'mk')",568
"('it', 'k', 'mi_idx', 'mk')",1
"('it', 'mi_idx')",56
"('it', 'mi_idx', 'mk')",568
"('it', 'k', 'mi_idx', 'mk')",1
