aliases,cardinality
"('ct', 'mc')",316248
"('ct', 'mc')",316248
"('cc', 'ct', 'mc')",87907
"('ct', 'mc')",316248
"('ct', 'mc')",316248
"('cc', 'ct', 'mc')",87907
"('cc', 'ct', 'mc', 'mk')",4022208
"('cc', 'ct', 'mc')",87907
"('cc', 'ct', 'mc')",87907
"('cc', 'ct', 'mc', 'mk')",4022208
"('cc', 'ct', 'mc', 'mk')",4022208
"('cc', 'ct', 'mc', 'mk')",4022208
"('cc', 'ct', 'mc')",87907
"('cc', 'ct', 'mc', 'mk')",4022208
"('ct', 'mc')",316248
"('cc', 'ct', 'mc')",87907
"('cc', 'ct', 'mc', 'mk')",4022208
