aliases,cardinality
"('lt', 'ml')",6666
"('lt', 'ml')",6666
"('lt', 'ml', 't')",4100
"('lt', 'ml', 't')",4100
"('lt', 'ml')",6666
"('ci', 'lt', 'ml', 't')",58775
"('lt', 'ml')",6666
"('ci', 'lt', 'ml', 't')",58775
"('lt', 'ml', 't')",4100
"('ci', 'lt', 'ml', 't')",58775
"('lt', 'ml', 't')",4100
"('ci', 'lt', 'ml', 't')",58775
"('lt', 'ml')",6666
"('lt', 'ml', 't')",4100
"('ci', 'lt', 'ml', 't')",58775
"('lt', 'ml')",6666
"('lt', 'ml', 't')",4100
"('ci', 'lt', 'ml', 't')",58775
