aliases,cardinality
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi')",60169
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi')",60169
"('cc', 'cct2', 'mi')",60169
"('cc', 'cct2', 'mi')",60169
"('cc', 'cct2', 'it', 'mi')",532
"('cc', 'cct2', 'mi')",60169
"('cc', 'cct2', 'it', 'mi')",532
"('cc', 'cct2', 'it', 'mi')",532
"('cc', 'cct2', 'it', 'mi')",532
"('cc', 'cct2', 'it', 'mi')",532
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi')",60169
"('cc', 'cct2', 'it', 'mi')",532
