aliases,cardinality
"('it2', 'mi_idx')",12213
"('it2', 'mi_idx')",12213
"('it2', 'mi_idx')",12213
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi_idx')",12213
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx')",2141
"('it1', 'it2', 'mi', 'mi_idx')",19
"('it1', 'it2', 'mi', 'mi_idx')",19
"('it1', 'it2', 'mi', 'mi_idx')",19
"('it1', 'it2', 'mi', 'mi_idx')",19
"('it2', 'mi_idx')",12213
"('it2', 'mi', 'mi_idx')",2141
"('it1', 'it2', 'mi', 'mi_idx')",19
