batch,iteration,avg_rewards,policy_loss,value_loss,entropy,loss
0,0,-3.0514481870458594,0.7717970132827758,9.3788743019104,5.605801582336426,10.09461326599121
0,1,-3.0514481870458594,0.7595620632171631,4.657109260559082,5.605801582336426,5.360613393783569
0,2,-3.0514481870458594,0.7729244589805603,3.306506109237671,5.605801582336426,4.023372602462769
0,3,-3.0514481870458594,0.7645968079566956,3.289456033706665,5.605801582336426,3.99799485206604
0,4,-3.0514481870458594,0.7732464432716369,2.7250163555145264,5.605801582336426,3.4422048568725585
0,5,-3.0514481870458594,0.7596794366836548,2.8215309619903564,5.605801582336426,3.525152397155762
0,6,-3.0514481870458594,0.7553794980049133,2.5343935966491697,5.605801391601562,3.2337151527404786
0,7,-3.0514481870458594,0.7532824635505676,2.602449369430542,5.605801391601562,3.299673891067505
0,8,-3.0514481870458594,0.7395139694213867,2.5290244579315186,5.605801391601562,3.212480592727661
0,9,-3.0514481870458594,0.7754855751991272,2.6496837615966795,5.605800724029541,3.3691113948822022
1,10,-3.2857458802348702,0.5902653336524963,2.6676254272460938,5.605801391601562,3.2018328666687013
1,11,-3.2857458802348702,0.5434789538383484,2.7168550968170164,5.605801391601562,3.204276132583618
1,12,-3.2857458802348702,0.5063917219638825,2.5479856729507446,5.605801391601562,2.998319482803345
1,13,-3.2857458802348702,0.4732978165149689,2.6126933097839355,5.605801200866699,3.029933214187622
1,14,-3.2857458802348702,0.4629944860935211,2.593916416168213,5.605800628662109,3.000852918624878
1,15,-3.2857458802348702,0.4559669017791748,2.524633765220642,5.605800533294678,2.924542760848999
1,16,-3.2857458802348702,0.46533056497573855,2.531529998779297,5.605800342559815,2.940802574157715
1,17,-3.2857458802348702,0.4455626726150513,2.558101940155029,5.605800533294678,2.9476067543029787
1,18,-3.2857458802348702,0.446133029460907,2.5444920539855955,5.605800342559815,2.934567165374756
1,19,-3.2857458802348702,0.44584289789199827,2.5528793334960938,5.605800342559815,2.9426643371582033
2,20,-3.1475443323777013,0.5705823421478271,2.971311664581299,5.605800628662109,3.48583607673645
2,21,-3.1475443323777013,0.44889134764671323,2.8848172664642333,5.605800628662109,3.277650785446167
2,22,-3.1475443323777013,0.38790053129196167,2.8705504894256593,5.605800914764404,3.20239315032959
2,23,-3.1475443323777013,0.36731586009263995,2.843248701095581,5.605801010131836,3.1545066833496094
2,24,-3.1475443323777013,0.3700977206230164,2.7849220275878905,5.605801010131836,3.098961877822876
2,25,-3.1475443323777013,0.35766964256763456,2.8196080684661866,5.605800628662109,3.121219825744629
2,26,-3.1475443323777013,0.3643690451979637,2.7785807132720945,5.605800628662109,3.086891794204712
2,27,-3.1475443323777013,0.35588492453098297,2.782526397705078,5.605800724029541,3.082353401184082
2,28,-3.1475443323777013,0.35317422449588776,2.786347007751465,5.605800628662109,3.0834633350372314
2,29,-3.1475443323777013,0.35386486649513244,2.7800472259521483,5.605800628662109,3.077854108810425
3,30,-3.5963268489481424,0.5126191854476929,2.1366875410079955,5.605800724029541,2.5932488441467285
3,31,-3.5963268489481424,0.5122979402542114,2.076457643508911,5.605800724029541,2.532697629928589
3,32,-3.5963268489481424,0.5035379111766816,2.057410955429077,5.605800437927246,2.5048909187316895
3,33,-3.5963268489481424,0.4908188939094543,2.08164324760437,5.605800437927246,2.5164042472839356
3,34,-3.5963268489481424,0.49101510643959045,2.058629584312439,5.605800628662109,2.4935868263244627
3,35,-3.5963268489481424,0.4896434247493744,2.0977174282073974,5.605800437927246,2.531302881240845
3,36,-3.5963268489481424,0.4697292149066925,2.1428382873535154,5.605800437927246,2.55650954246521
3,37,-3.5963268489481424,0.4885680258274078,2.0705503702163695,5.605800437927246,2.503060483932495
3,38,-3.5963268489481424,0.4843255281448364,2.0464590787887573,5.605800437927246,2.47472665309906
3,39,-3.5963268489481424,0.47752861976623534,2.110855793952942,5.605800437927246,2.5323264837265014
4,40,-2.558990847920594,0.3197149157524109,3.1341701984405517,5.605800533294678,3.3978271484375
4,41,-2.558990847920594,0.225385183095932,3.019921636581421,5.605800533294678,3.1892489433288573
4,42,-2.558990847920594,0.15140647292137147,2.9732083559036253,5.605800533294678,3.068556880950928
4,43,-2.558990847920594,0.1488511949777603,2.7611160278320312,5.605800533294678,2.8539092540740967
4,44,-2.558990847920594,0.14965868890285491,2.8356035709381104,5.605800533294678,2.9292042732238768
4,45,-2.558990847920594,0.14131312742829322,2.749637222290039,5.605800533294678,2.834892416000366
4,46,-2.558990847920594,0.136582387983799,2.756804084777832,5.605800533294678,2.8373285293579102
4,47,-2.558990847920594,0.13810608834028243,2.7576459884643554,5.605800533294678,2.839694118499756
4,48,-2.558990847920594,0.13868815675377846,2.7494228363037108,5.605800533294678,2.83205304145813
4,49,-2.558990847920594,0.13576531521975993,2.747326469421387,5.605800533294678,2.827033853530884
5,50,-3.046940434118277,0.5931805610656739,2.8496975898742676,5.6058002471923825,3.3868202686309816
5,51,-3.046940434118277,0.6001163959503174,2.6361666917800903,5.605800151824951,3.180225133895874
5,52,-3.046940434118277,0.5878885447978973,2.8305139541625977,5.6058002471923825,3.3623446464538573
5,53,-3.046940434118277,0.5974758803844452,2.722230339050293,5.60580005645752,3.263648271560669
5,54,-3.046940434118277,0.5896667957305908,2.791899585723877,5.6058002471923825,3.325508451461792
5,55,-3.046940434118277,0.5964144349098206,2.721075010299683,5.6058002471923825,3.2614315032958983
5,56,-3.046940434118277,0.5698155999183655,2.704595756530762,5.60580005645752,3.2183534622192385
5,57,-3.046940434118277,0.5655402541160583,2.6934433937072755,5.60580005645752,3.202925682067871
5,58,-3.046940434118277,0.5765635967254639,2.7188369750976564,5.605799961090088,3.2393426418304445
5,59,-3.046940434118277,0.5872802197933197,2.736019229888916,5.60580005645752,3.2672415256500242
6,60,-3.161869356747834,0.26042363544305164,3.258180022239685,5.605796019236247,3.4625457127889
6,61,-3.161869356747834,0.2893187974890073,2.7044483423233032,5.605796575546265,2.9377092520395913
6,62,-3.161869356747834,0.22539818286895752,2.85499099890391,5.605794509251912,3.024331291516622
6,63,-3.161869356747834,0.20382351179917654,2.8246723413467407,5.605793396631877,2.972438017527262
6,64,-3.161869356747834,0.1136135570704937,3.0769153833389282,5.605794668197632,3.13447105884552
6,65,-3.161869356747834,0.2820146804054578,2.974385937054952,5.6057960987091064,3.2003427346547446
6,66,-3.161869356747834,0.19257617245117822,2.9674042065938315,5.605795621871948,3.103922446568807
6,67,-3.161869356747834,0.24840965494513512,2.640748620033264,5.6057960987091064,2.833100418249766
6,68,-3.161869356747834,0.2979884867866834,2.947887738545736,5.605795860290527,3.1898183027903237
6,69,-3.161869356747834,0.2830762540300687,2.5748650828997293,5.6057948271433515,2.8018834392229715
7,70,-2.7849658714966496,0.4080082893371582,2.7246967554092407,5.605800819396973,3.076647138595581
7,71,-2.7849658714966496,0.31346496045589445,2.4403441667556764,5.605800628662109,2.697751212120056
7,72,-2.7849658714966496,0.24524989128112792,2.52146315574646,5.605800819396973,2.710655117034912
7,73,-2.7849658714966496,0.243360336124897,2.459828424453735,5.605800724029541,2.647130823135376
7,74,-2.7849658714966496,0.2396663799881935,2.472730875015259,5.605800628662109,2.6563393592834474
7,75,-2.7849658714966496,0.23488048389554023,2.4512077808380126,5.605800628662109,2.630030298233032
7,76,-2.7849658714966496,0.23578665554523467,2.433541440963745,5.605800724029541,2.6132701873779296
7,77,-2.7849658714966496,0.232873272895813,2.462900471687317,5.605800628662109,2.6397157669067384
7,78,-2.7849658714966496,0.23114182706922293,2.469524955749512,5.605800628662109,2.6446088314056397
7,79,-2.7849658714966496,0.2331592857837677,2.4502103328704834,5.605800628662109,2.6273117065429688
8,80,-2.3951022959750636,0.4169077455997467,2.242126989364624,5.6058002471923825,2.602976846694946
8,81,-2.3951022959750636,0.40333648324012755,2.247501826286316,5.6058002471923825,2.5947803497314452
8,82,-2.3951022959750636,0.3980068564414978,2.244133448600769,5.605800342559815,2.586082363128662
8,83,-2.3951022959750636,0.38178747296333315,2.200573754310608,5.605800342559815,2.526303243637085
8,84,-2.3951022959750636,0.35592506527900697,2.1827730894088746,5.6058002471923825,2.4826402187347414
8,85,-2.3951022959750636,0.3288386970758438,2.244509220123291,5.605800342559815,2.5172900676727297
8,86,-2.3951022959750636,0.328704234957695,2.1328299283981322,5.6058002471923825,2.405476212501526
8,87,-2.3951022959750636,0.3193062499165535,2.1486459732055665,5.605800437927246,2.4118942499160765
8,88,-2.3951022959750636,0.32947126030921936,2.21804621219635,5.6058002471923825,2.491459512710571
8,89,-2.3951022959750636,0.3464681774377823,2.151955008506775,5.605800437927246,2.442365264892578
9,90,-1.8604193521221095,0.3251481831073761,2.068098258972168,5.605797195434571,2.3371885776519776
9,91,-1.8604193521221095,0.27056664004921915,1.7858063220977782,5.605797386169433,2.000315022468567
9,92,-1.8604193521221095,0.2545873612165451,1.9100470542907715,5.60579833984375,2.1085764884948732
9,93,-1.8604193521221095,0.14791030585765838,1.8938221216201783,5.605797958374024,1.9856744527816772
9,94,-1.8604193521221095,0.16924518048763276,1.9289499759674071,5.605799007415771,2.0421371936798094
9,95,-1.8604193521221095,0.18508693277835847,2.0005260944366454,5.605798625946045,2.129555106163025
9,96,-1.8604193521221095,0.31860328912734986,2.2208019733428954,5.605797863006591,2.483347225189209
9,97,-1.8604193521221095,0.20131219029426575,1.829690647125244,5.605798435211182,1.9749448537826537
9,98,-1.8604193521221095,0.10002524256706238,1.7476559162139893,5.60579776763916,1.7916231870651245
9,99,-1.8604193521221095,0.19435374364256858,1.9388376474380493,5.605797958374024,2.077133393287659
10,100,-2.9162679352073964,0.6444677710533142,3.894065093994141,5.605800819396973,4.482474899291992
10,101,-2.9162679352073964,0.60659618973732,3.2622766494750977,5.605800914764404,3.812814950942993
10,102,-2.9162679352073964,0.5372892796993256,3.404249429702759,5.605801105499268,3.8854807376861573
10,103,-2.9162679352073964,0.5113692700862884,3.249009037017822,5.605800819396973,3.7043203353881835
