aliases,cardinality
"('k', 'mk')",76714
"('ci', 'k', 'mk')",43178
"('ci', 'k', 'mk')",43178
"('ci', 'k', 'mi_idx', 'mk')",117383
"('mi_idx', 'mk')",10424626
"('k', 'mi_idx', 'mk')",191689
"('ci', 'k', 'mi_idx', 'mk')",117383
"('mi_idx', 'mk')",10424626
"('ci', 'mi_idx', 'mk')",6806711
"('k', 'mi_idx', 'mk')",191689
"('ci', 'mi_idx', 'mk')",6806711
"('ci', 'mk')",2619220
"('ci', 'mi_idx', 'mk')",6806711
"('ci', 'mk')",2619220
"('ci', 'mi_idx')",1000868
"('ci', 'mi_idx')",1000868
"('ci', 'mk')",2619220
"('ci', 'mi_idx')",1000868
