table_left,alias_left,attr_left,table_right,alias_right,attr_right,selectivity
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_info_idx,mi_idx,movie_id,3.955208059764776e-07
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_info_idx,mi_idx,movie_id,3.955208059764776e-07
title,t,id,cast_info,ci,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,complete_cast,cc,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,cast_info,ci,movie_id,3.955208059764776e-07
title,t,id,complete_cast,cc,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,complete_cast,cc,movie_id,3.955208059764776e-07
title,t,id,cast_info,ci,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,complete_cast,cc,movie_id,3.955208059764776e-07
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
cast_info,ci,movie_id,movie_info_idx,mi_idx,movie_id,8.179327856893477e-07
cast_info,ci,movie_id,movie_info,mi,movie_id,8.563264004127154e-07
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
movie_info,mi,movie_id,movie_info_idx,mi_idx,movie_id,1.0200850302192726e-06
cast_info,ci,movie_id,movie_keyword,mk,movie_id,1.3159089407545708e-06
cast_info,ci,movie_id,complete_cast,cc,movie_id,1.0645534861369485e-06
