table_left,alias_left,attr_left,table_right,alias_right,attr_right,selectivity
title,t,id,aka_title,at,movie_id,3.954190458541007e-07
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,movie_keyword,mk,movie_id,3.955208059764776e-07
title,t,id,movie_companies,mc,movie_id,3.955208059764776e-07
title,t,id,movie_companies,mc,movie_id,3.955208059764776e-07
title,t,id,movie_companies,mc,movie_id,3.955208059764776e-07
movie_keyword,mk,movie_id,movie_info,mi,movie_id,3.507677202504587e-06
movie_keyword,mk,movie_id,movie_info,mi,movie_id,3.507677202504587e-06
movie_keyword,mk,movie_id,movie_info,mi,movie_id,3.507677202504587e-06
movie_keyword,mk,movie_id,movie_companies,mc,movie_id,2.9536652615568914e-06
movie_keyword,mk,movie_id,movie_companies,mc,movie_id,2.9536652615568914e-06
movie_keyword,mk,movie_id,movie_companies,mc,movie_id,2.9536652615568914e-06
movie_keyword,mk,movie_id,aka_title,at,movie_id,4.003753438302275e-06
movie_keyword,mk,movie_id,aka_title,at,movie_id,4.003753438302275e-06
movie_keyword,mk,movie_id,aka_title,at,movie_id,4.003753438302275e-06
movie_info,mi,movie_id,movie_companies,mc,movie_id,1.740489799746287e-06
movie_info,mi,movie_id,movie_companies,mc,movie_id,1.740489799746287e-06
movie_info,mi,movie_id,movie_companies,mc,movie_id,1.740489799746287e-06
movie_info,mi,movie_id,aka_title,at,movie_id,2.1227824718947026e-06
movie_info,mi,movie_id,aka_title,at,movie_id,2.1227824718947026e-06
movie_companies,mc,movie_id,aka_title,at,movie_id,2.0636879648907007e-06
movie_companies,mc,movie_id,aka_title,at,movie_id,2.0636879648907007e-06
movie_info,mi,movie_id,aka_title,at,movie_id,2.1227824718947026e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
movie_companies,mc,movie_id,aka_title,at,movie_id,2.0636879648907007e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
company_name,cn,id,movie_companies,mc,company_id,4.255373472852845e-06
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
company_type,ct,id,movie_companies,mc,company_type_id,0.25
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
company_name,cn,id,movie_companies,mc,company_id,4.255373472852845e-06
company_name,cn,id,movie_companies,mc,company_id,4.255373472852845e-06
company_type,ct,id,movie_companies,mc,company_type_id,0.25
company_type,ct,id,movie_companies,mc,company_type_id,0.25
movie_keyword,mk,movie_id,movie_info,mi,movie_id,3.507677202504587e-06
movie_keyword,mk,movie_id,movie_companies,mc,movie_id,2.9536652615568914e-06
movie_keyword,mk,movie_id,aka_title,at,movie_id,4.003753438302275e-06
movie_info,mi,movie_id,movie_companies,mc,movie_id,1.740489799746287e-06
movie_info,mi,movie_id,aka_title,at,movie_id,2.1227824718947026e-06
movie_companies,mc,movie_id,aka_title,at,movie_id,2.0636879648907007e-06
keyword,k,id,movie_keyword,mk,keyword_id,7.453230975627935e-06
info_type,it1,id,movie_info,mi,info_type_id,0.008849557522123894
company_name,cn,id,movie_companies,mc,company_id,4.255373472852845e-06
company_type,ct,id,movie_companies,mc,company_type_id,0.25
