table_left,alias_left,attr_left,table_right,alias_right,attr_right,selectivity
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_companies,mc,movie_id,3.955208059764776e-07
title,t,id,movie_info,mi,movie_id,3.955208059764776e-07
title,t,id,movie_companies,mc,movie_id,3.955208059764776e-07
movie_companies,mc,movie_id,movie_info,mi,movie_id,1.740489799746287e-06
company_type,ct,id,movie_companies,mc,company_type_id,0.25
info_type,it,id,movie_info,mi,info_type_id,0.008849557522123894
info_type,it,id,movie_info,mi,info_type_id,0.008849557522123894
movie_companies,mc,movie_id,movie_info,mi,movie_id,1.740489799746287e-06
company_type,ct,id,movie_companies,mc,company_type_id,0.25
info_type,it,id,movie_info,mi,info_type_id,0.008849557522123894
