aliases,cardinality
"('cn', 'mc')",1153798
"('cn', 'mc', 't')",1153798
"('ci', 'cn', 'mc', 't')",32289229
"('mc', 't')",2609129
"('ci', 'cn', 'mc', 't')",32289229
"('mc', 't')",2609129
"('ci', 'mc', 't')",80274241
"('ci', 'mc', 't')",80274241
"('ci', 'mc', 't')",80274241
"('ci', 't')",36244344
"('ci', 't')",36244344
"('ci', 't')",36244344
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
