aliases,cardinality
"('it1', 'mi')",2
"('it1', 'mi', 't')",1
"('it1', 'mc', 'mi', 't')",1
"('cn', 'it1', 'mc', 'mi', 't')",1
"('cn', 'ct', 'it1', 'mc', 'mi', 't')",1
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",2
"('it1', 'mi')",2
"('it1', 'mi', 't')",1
"('it1', 'mi')",2
"('it1', 'mc', 'mi', 't')",1
"('it1', 'mi', 't')",1
"('cn', 'it1', 'mc', 'mi', 't')",1
"('it1', 'mc', 'mi', 't')",1
"('cn', 'it1', 'mc', 'mi', 't')",1
"('cn', 'ct', 'it1', 'mc', 'mi', 't')",1
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",2
"('cn', 'ct', 'it1', 'mc', 'mi', 't')",1
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",2
"('cn', 'ct', 'it1', 'mc', 'mi', 'mk', 't')",2
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",2
"('cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",2
"('at', 'cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",1
"('at', 'cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",1
"('at', 'cn', 'ct', 'it1', 'k', 'mc', 'mi', 'mk', 't')",1
"('at', 't')",250377
"('at', 'mc', 't')",1344227
"('at', 'cn', 'mc', 't')",480427
"('at', 'cn', 'mc', 'mi', 't')",45
"('at', 'cn', 'it1', 'mc', 'mi', 't')",1
"('at', 't')",250377
"('at', 'mc', 't')",1344227
"('at', 'cn', 'it1', 'mc', 'mi', 'mk', 't')",2
"('at', 'cn', 'mc', 't')",480427
"('at', 'cn', 'mc', 'mi', 't')",45
"('at', 't')",250377
"('at', 'mc', 't')",1344227
"('at', 'cn', 'it1', 'mc', 'mi', 't')",1
"('at', 'cn', 'mc', 't')",480427
"('at', 'cn', 'mc', 'mi', 't')",45
"('at', 'cn', 'it1', 'k', 'mc', 'mi', 'mk', 't')",2
"('at', 'cn', 'it1', 'mc', 'mi', 't')",1
"('at', 'cn', 'it1', 'mc', 'mi', 'mk', 't')",2
"('at', 'cn', 'it1', 'mc', 'mi', 'mk', 't')",2
"('at', 'cn', 'it1', 'k', 'mc', 'mi', 'mk', 't')",2
"('at', 'cn', 'it1', 'k', 'mc', 'mi', 'mk', 't')",2
