aliases,cardinality
"('it2', 'mi_idx')",1623
"('it2', 'mi_idx', 't')",668
"('it2', 'mc', 'mi_idx', 't')",689
"('ct', 'it2', 'mc', 'mi_idx', 't')",172
"('cn', 'ct', 'it2', 'mc', 'mi_idx', 't')",61
"('it2', 'mi_idx')",1623
"('it2', 'mi_idx', 't')",668
"('it2', 'mi_idx')",1623
"('it2', 'mc', 'mi_idx', 't')",689
"('it2', 'mi_idx', 't')",668
"('it2', 'mc', 'mi_idx', 't')",689
"('cn', 'ct', 'it2', 'mc', 'mi', 'mi_idx', 't')",8
"('ct', 'it2', 'mc', 'mi_idx', 't')",172
"('ct', 'it2', 'mc', 'mi_idx', 't')",172
"('cn', 'ct', 'it2', 'mc', 'mi_idx', 't')",61
"('cn', 'ct', 'it2', 'mc', 'mi_idx', 't')",61
"('cn', 'ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",1
"('cn', 'ct', 'it2', 'mc', 'mi', 'mi_idx', 't')",8
"('cn', 'ct', 'it2', 'mc', 'mi', 'mi_idx', 't')",8
"('cn', 'ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",1
"('cn', 'ct', 'it1', 'it2', 'mc', 'mi', 'mi_idx', 't')",1
