aliases,cardinality
"('k', 'mk')",101
"('k', 'mk', 'ml')",31
"('k', 'mk', 'ml', 't')",28
"('k', 'mc', 'mk', 'ml', 't')",77
"('ct', 'k', 'mc', 'mk', 'ml', 't')",58
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",52
"('k', 'mk')",101
"('k', 'mk', 'ml')",31
"('k', 'mk', 'ml', 't')",28
"('k', 'mc', 'mk', 'ml', 't')",77
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",52
"('ct', 'k', 'mc', 'mk', 'ml', 't')",58
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",52
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",52
"('k', 'mk', 'ml')",31
"('k', 'mk', 'ml', 't')",28
"('k', 'mc', 'mk', 'ml', 't')",77
"('ct', 'k', 'mc', 'mk', 'ml', 't')",58
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",52
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",52
