aliases,cardinality
"('k', 'mk')",34
"('k', 'mk', 'ml')",10
"('k', 'lt', 'mk', 'ml')",1
"('k', 'lt', 'mk', 'ml', 't')",1
"('k', 'lt', 'mc', 'mk', 'ml', 't')",3
"('k', 'mk')",34
"('k', 'mk', 'ml')",10
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",1
"('k', 'lt', 'mk', 'ml')",1
"('k', 'lt', 'mk', 'ml', 't')",1
"('k', 'lt', 'mc', 'mk', 'ml', 't')",3
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",1
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",1
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",1
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",1
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",1
