aliases,cardinality
"('k', 'mk')",34
"('k', 'mk', 't')",34
"('ci', 'k', 'mk', 't')",487
"('ci', 'k', 'mk', 'n', 't')",54
"('ci', 'k', 'mc', 'mk', 'n', 't')",146
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",146
"('k', 'mk')",34
"('k', 'mk', 't')",34
"('ci', 'k', 'mk', 't')",487
"('ci', 'k', 'mk', 'n', 't')",54
"('ci', 'k', 'mc', 'mk', 'n', 't')",146
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",146
"('k', 'mc', 'mk', 't')",35
"('cn', 'k', 'mc', 'mk', 't')",35
"('ci', 'cn', 'k', 'mc', 'mk', 't')",502
"('k', 'mc', 'mk', 't')",35
"('cn', 'k', 'mc', 'mk', 't')",35
"('ci', 'cn', 'k', 'mc', 'mk', 't')",502
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",56
"('k', 'mc', 'mk', 't')",35
"('cn', 'k', 'mc', 'mk', 't')",35
"('ci', 'cn', 'k', 'mc', 'mk', 't')",502
