aliases,cardinality
"('k', 'mk')",34
"('k', 'mk', 't')",1
"('k', 'mc', 'mk', 't')",1
"('k', 'mk')",34
"('k', 'mk', 't')",1
"('cn', 'k', 'mc', 'mk', 't')",1
"('k', 'mc', 'mk', 't')",1
"('k', 'mk')",34
"('cn', 'k', 'mc', 'mk', 't')",1
"('ci', 'cn', 'k', 'mc', 'mk', 't')",14
"('k', 'mk', 't')",1
"('k', 'mc', 'mk', 't')",1
"('ci', 'cn', 'k', 'mc', 'mk', 't')",14
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",14
"('cn', 'k', 'mc', 'mk', 't')",1
"('ci', 'cn', 'k', 'mc', 'mk', 't')",14
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",14
"('an', 'ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",3
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",14
"('an', 'ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",3
"('an', 'ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",3
"('ci', 'k', 'mc', 'mk', 't')",14
"('ci', 'k', 'mc', 'mk', 't')",14
"('ci', 'k', 'mc', 'mk', 'n', 't')",14
"('ci', 'k', 'mc', 'mk', 't')",14
"('ci', 'k', 'mc', 'mk', 'n', 't')",14
"('ci', 'k', 'mc', 'mk', 'n', 't')",14
"('an', 'ci', 'k', 'mc', 'mk', 'n', 't')",3
"('an', 'ci', 'k', 'mc', 'mk', 'n', 't')",3
"('an', 'ci', 'k', 'mc', 'mk', 'n', 't')",3
