aliases,cardinality
"('k', 'mk')",34
"('ci', 'k', 'mk')",1275
"('ci', 'k', 'mk', 'n')",1
"('ci', 'k', 'mc', 'mk', 'n')",3
"('k', 'mk')",34
"('ci', 'k', 'mk')",1275
"('ci', 'cn', 'k', 'mc', 'mk', 'n')",3
"('ci', 'k', 'mk', 'n')",1
"('ci', 'k', 'mc', 'mk', 'n')",3
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",3
"('k', 'mk')",34
"('ci', 'cn', 'k', 'mc', 'mk', 'n')",3
"('ci', 'k', 'mk')",1275
"('ci', 'k', 'mk', 'n')",1
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",3
"('ci', 'k', 'mc', 'mk', 'n')",3
"('ci', 'cn', 'k', 'mc', 'mk', 'n')",3
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",3
"('k', 'mk', 't')",34
"('ci', 'k', 'mk', 't')",487
"('ci', 'k', 'mk', 'n', 't')",1
"('ci', 'k', 'mc', 'mk', 'n', 't')",3
"('k', 'mk', 't')",34
"('ci', 'k', 'mk', 't')",487
"('ci', 'k', 'mk', 'n', 't')",1
"('ci', 'k', 'mc', 'mk', 'n', 't')",3
"('k', 'mk', 't')",34
"('ci', 'k', 'mk', 't')",487
"('ci', 'k', 'mk', 'n', 't')",1
"('ci', 'k', 'mc', 'mk', 'n', 't')",3
